Cod_setor,Situacao_setor,V001,V002,V003,V004,V005,V006,V007,V008,V009,V010,V011,V012,V013,V014,V015,V016,V017,V018,V019,V020,V021,V022,V023,V024,V025,V026,V027,V028,V029,V030,V031,V032,V033,V034,V035,V036,V037,V038,V039,V040,V041,V042,V043,V044,V045,V046,V047,V048,V049,V050,V051,V052,V053,V054,V055,V056,V057,V058,V059,V060,V061,V062,V063,V064,V065,V066,V067,V068,V069,V070,V071,V072,V073,V074,V075,V076,V077,V078,V079,V080,V081,V082,V083,V084,V085,V086,V087,V088,V089,V090,V091,V092,V093,V094,V095,V096,V097,V098,V099,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134
230015005000012,8,274,272,108,16,87,24,2,2,4,0,25,2,1,0,2,0,1,0,0,0,0,6,0,1,0,1,0,1,0,1,0,0,2,0,4,11,4,4,4,6,3,6,11,4,7,4,6,7,5,5,6,4,3,4,9,6,1,2,7,2,4,4,6,4,4,4,5,7,5,2,4,3,3,5,4,5,3,3,4,2,1,1,3,1,1,5,2,1,3,0,1,2,1,1,1,1,2,1,2,2,0,1,2,2,0,1,3,2,0,0,0,0,1,0,0,2,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1
230015005000013,8,359,359,168,1,125,29,7,3,0,0,15,2,0,0,7,2,0,0,0,0,0,6,0,1,0,1,0,0,0,0,2,1,0,1,8,6,4,11,6,7,6,7,3,3,5,2,11,9,2,4,10,10,10,12,5,9,4,7,8,8,4,3,6,6,1,8,5,5,1,1,8,2,4,3,6,5,5,6,6,1,3,3,2,5,2,4,1,6,5,3,6,2,0,4,3,0,3,3,10,3,1,2,2,0,0,2,0,1,0,2,1,2,0,0,3,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
230015005000014,8,286,286,57,68,102,16,2,0,9,1,9,0,12,1,9,0,0,0,0,0,0,6,1,0,1,1,0,2,0,0,0,1,0,0,6,8,6,2,3,1,4,2,5,7,6,9,3,5,5,4,11,7,6,9,5,9,4,8,5,1,4,5,3,2,3,5,3,6,2,4,5,4,2,2,8,5,6,6,1,4,5,1,4,0,1,2,3,4,3,2,1,0,1,1,2,3,2,0,1,2,0,2,1,1,1,2,1,2,0,1,4,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230015005000015,5,296,296,133,9,89,24,4,5,4,1,16,0,4,0,7,0,0,0,0,0,0,6,2,0,1,0,0,0,2,0,0,1,0,0,6,10,7,7,4,4,2,9,2,4,4,3,7,10,5,7,5,10,4,6,5,6,8,7,5,9,8,6,3,6,6,3,5,2,5,4,2,5,2,4,4,0,3,2,0,10,3,3,3,2,0,1,1,4,5,0,3,3,2,4,1,3,0,0,0,2,1,0,0,0,2,0,2,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
230015005000016,5,514,514,173,38,148,61,14,8,8,1,43,2,6,0,12,0,0,0,0,0,0,10,1,1,0,2,1,1,2,0,1,1,0,0,12,11,5,11,8,7,13,14,7,8,7,13,12,19,13,10,13,16,12,17,14,9,12,8,5,7,10,7,8,8,5,4,7,7,9,9,6,6,5,6,6,3,3,4,4,5,6,3,5,8,4,4,4,0,1,2,2,5,7,2,3,1,2,3,0,3,2,0,1,1,2,4,1,3,2,3,3,1,0,1,1,2,1,2,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0
230015005000017,8,158,158,57,5,50,24,5,3,1,0,10,0,1,0,2,0,0,0,0,0,0,3,0,1,1,0,0,1,0,0,0,0,0,0,0,2,3,4,6,2,2,5,4,4,1,7,3,6,4,5,3,5,3,3,3,4,3,2,1,1,2,1,2,1,0,4,1,1,0,2,4,4,1,2,1,4,3,2,2,1,1,0,1,0,1,4,2,3,3,1,1,0,0,0,2,0,0,1,0,1,0,0,0,0,1,1,3,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
230015005000018,5,99,99,34,7,33,11,1,3,0,0,10,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,2,1,1,2,1,3,0,4,5,0,0,2,3,2,1,5,4,4,2,1,3,2,2,2,2,1,2,2,1,3,2,0,0,1,0,0,1,1,0,0,2,1,1,0,2,1,1,2,2,0,0,0,2,2,0,2,0,2,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230015005000020,1,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
230015005000022,1,290,290,99,24,52,62,1,4,4,0,29,0,8,0,5,0,1,0,0,1,0,3,1,0,0,0,0,0,0,0,2,0,0,0,6,8,3,2,1,2,1,4,8,5,7,1,3,4,6,6,6,8,7,6,1,6,5,6,5,0,3,8,7,4,12,2,3,5,0,7,4,4,6,2,2,2,6,2,3,4,5,5,3,3,3,2,4,3,1,4,0,1,2,3,4,2,5,0,4,2,1,1,0,0,1,4,2,1,2,1,1,1,0,1,3,2,1,3,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
230015005000023,1,342,342,117,37,86,52,4,6,4,2,22,0,3,0,8,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,1,8,8,5,3,2,6,6,6,3,10,5,5,13,4,9,5,9,6,11,10,12,9,7,6,14,3,4,3,2,6,1,6,5,3,9,2,5,4,3,4,6,4,4,4,5,8,4,4,3,5,4,4,4,3,2,1,4,3,3,2,0,1,2,0,3,0,0,2,1,2,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230015005000024,1,242,242,71,19,59,45,1,3,2,0,24,3,8,0,1,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,9,1,4,5,2,5,2,3,5,1,6,7,5,8,8,11,7,6,8,6,6,3,6,5,4,11,2,2,5,3,2,8,2,2,4,1,1,3,3,2,2,0,2,2,2,2,2,3,2,2,2,2,0,1,3,2,3,1,0,0,0,1,1,1,6,1,0,0,2,0,1,0,0,0,1,0,1,2,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
230015005000025,1,171,171,64,6,57,18,3,2,1,0,14,1,3,0,1,1,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,4,1,0,1,2,1,4,3,2,3,2,7,2,3,5,2,7,5,4,5,1,5,5,3,1,5,0,1,3,1,2,1,3,3,4,3,1,1,1,3,3,2,4,7,4,2,4,3,2,2,1,0,1,0,1,0,0,2,1,0,0,1,0,1,3,1,0,2,0,0,2,2,0,3,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230015005000026,1,332,331,97,44,83,66,9,2,2,0,19,0,3,0,4,0,3,0,0,0,0,5,0,2,0,0,1,0,0,1,1,0,0,0,5,8,7,12,5,4,5,11,7,5,7,5,6,14,8,7,11,7,7,10,9,7,6,4,5,7,4,8,4,6,4,2,2,5,6,6,4,6,4,3,4,4,3,4,4,8,2,3,1,4,2,2,2,0,1,2,0,3,1,1,2,1,0,0,1,3,4,1,0,0,0,0,0,1,1,1,0,1,2,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
230015005000028,5,137,137,54,4,46,24,1,1,0,0,6,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,1,0,0,0,0,0,4,2,2,3,2,1,1,3,2,5,3,4,4,5,2,7,1,3,2,2,6,2,7,3,1,1,5,3,0,2,3,4,2,2,0,0,2,1,2,3,1,2,0,1,2,0,0,1,0,1,0,2,1,0,0,1,1,3,1,2,0,0,2,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230015005000029,5,99,99,47,0,30,11,2,1,0,0,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,4,0,0,1,2,0,1,4,3,2,3,1,2,2,0,3,1,2,2,2,1,3,1,4,3,0,0,2,1,1,2,0,2,1,2,3,0,1,1,0,1,2,2,0,2,1,0,0,0,1,0,3,3,2,1,0,1,0,0,1,1,1,1,0,2,1,0,0,1,0,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230015005000031,8,225,225,110,5,76,14,1,1,0,0,15,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,3,3,3,3,4,3,2,7,3,3,9,4,8,3,2,3,4,6,5,6,6,7,4,3,2,5,1,1,5,2,2,3,2,0,4,4,5,3,3,1,3,6,0,5,4,2,2,0,1,2,4,0,1,2,1,3,3,2,3,3,1,2,2,0,2,0,1,1,0,0,2,1,3,4,0,0,1,0,1,0,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
230015005000032,8,400,400,49,110,126,50,2,3,6,0,24,0,15,0,11,0,4,0,0,0,0,5,1,0,0,1,1,0,0,1,1,0,0,0,4,4,7,7,6,2,8,7,8,7,11,9,17,11,15,9,11,9,4,11,11,8,10,7,6,7,5,7,4,5,3,5,9,6,2,4,3,5,7,5,2,5,4,3,4,3,8,4,5,8,1,1,3,3,3,3,3,3,1,2,3,2,4,1,3,5,1,1,1,2,1,3,2,0,1,1,2,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
230015005000033,8,99,99,44,2,35,10,0,2,0,0,4,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,2,4,4,2,1,1,3,3,2,0,1,2,1,0,4,0,2,1,1,1,3,3,0,1,0,1,0,1,0,1,3,1,2,1,1,0,1,0,1,3,1,1,3,2,1,3,3,1,4,0,1,0,1,1,0,2,0,0,1,0,2,1,1,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230015005000034,8,4,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
230015005000035,4,105,105,21,24,35,7,1,1,1,0,6,0,5,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,1,1,4,2,0,4,3,1,5,4,1,3,1,1,0,0,1,0,3,2,1,2,1,0,2,3,1,2,3,5,0,1,3,2,2,2,4,3,2,1,2,1,1,0,0,0,2,2,1,1,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
230020005000001,1,210,210,77,21,60,25,5,0,1,0,7,0,6,1,5,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,1,3,1,2,3,4,1,2,1,2,7,4,6,4,4,5,2,6,0,2,8,1,5,7,2,6,7,3,5,2,4,5,1,1,5,2,0,2,1,3,2,1,6,4,3,3,4,3,3,1,3,4,4,1,2,3,3,2,2,1,1,4,0,0,1,1,0,1,2,1,0,2,1,2,0,0,3,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230020005000002,1,336,336,127,19,94,40,5,4,0,1,29,1,3,1,4,2,6,0,0,0,0,4,0,0,0,0,1,1,0,1,1,0,0,0,4,7,12,2,6,5,5,2,3,5,6,9,5,4,5,4,6,12,7,7,3,9,0,6,7,10,9,10,5,6,8,9,6,3,6,5,5,4,8,2,4,7,7,3,7,2,3,1,3,1,2,3,1,6,5,3,1,0,2,0,0,4,1,1,2,1,5,2,4,3,2,0,0,0,1,1,1,0,2,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
230020005000003,1,423,423,141,50,109,68,8,7,1,0,28,0,3,0,6,0,1,1,0,0,0,3,0,1,0,1,0,0,1,0,0,0,0,0,12,8,8,3,9,7,5,3,6,11,13,11,9,8,6,10,9,6,9,8,9,9,13,6,11,7,8,9,6,9,4,5,9,4,4,6,3,11,9,4,6,4,7,3,4,5,4,5,5,4,2,4,5,4,3,2,2,0,5,2,3,2,6,1,3,1,0,0,2,1,2,1,2,1,1,1,0,3,0,2,0,0,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
230020005000004,1,328,327,113,22,69,64,12,6,0,1,28,0,7,0,3,0,3,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,7,4,6,3,7,5,5,0,3,4,5,8,7,8,7,3,6,6,11,6,4,5,5,12,6,2,7,9,8,5,5,6,4,5,3,8,5,11,5,4,2,5,5,6,5,6,6,2,2,4,4,3,1,4,2,1,5,3,2,3,2,1,0,1,3,0,2,0,0,1,1,2,0,2,1,1,1,3,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
230020005000005,1,372,372,71,73,113,45,9,2,10,0,27,0,12,0,6,2,2,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,1,9,6,8,9,6,5,7,5,12,9,11,11,6,6,8,5,9,10,4,11,5,8,7,4,8,12,9,0,5,10,4,3,8,3,3,4,7,5,1,5,8,6,3,6,3,2,3,2,5,2,6,3,2,2,6,2,2,2,4,2,2,2,2,3,3,0,3,4,1,0,2,0,2,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
230020005000006,1,224,223,78,15,49,32,1,2,0,2,14,2,5,0,15,3,4,0,0,1,0,4,1,1,0,0,0,1,0,1,0,0,0,0,3,2,3,7,1,2,4,3,3,0,5,7,4,4,6,1,6,5,4,3,7,1,4,5,5,2,1,6,5,3,1,4,6,5,5,1,1,1,2,6,4,5,2,2,2,1,2,0,2,2,2,2,4,1,4,1,2,2,4,1,3,2,2,1,2,0,2,1,1,1,1,1,3,1,1,2,2,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230020005000007,1,447,445,170,28,140,49,7,7,0,1,34,0,1,0,8,0,2,0,0,0,0,12,1,1,0,0,2,0,3,1,1,1,2,0,9,9,10,8,12,4,9,8,7,10,13,5,10,8,7,6,7,9,4,9,14,12,9,8,10,12,6,9,16,12,5,9,7,2,4,9,9,6,2,14,1,3,4,5,1,3,3,6,1,6,3,5,2,4,2,2,4,5,1,3,2,3,5,1,0,0,1,1,2,2,2,3,0,0,2,0,0,2,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
230020005000008,1,275,273,107,12,42,65,4,6,2,2,19,0,7,0,6,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,4,3,4,4,2,6,7,1,4,5,5,5,5,3,1,7,3,6,4,4,2,6,7,5,4,6,9,3,4,3,7,4,4,2,5,6,1,5,7,5,2,1,4,6,2,6,6,2,4,2,2,5,6,3,0,2,2,0,1,1,1,1,0,2,0,2,2,1,3,1,1,0,0,0,1,0,1,0,1,2,0,0,1,2,1,0,0,0,0,1,0,1,0,0,0,0,0
230020005000009,1,479,479,181,26,108,73,18,9,3,0,34,0,14,1,8,0,4,0,0,0,0,5,0,0,0,0,2,0,3,0,0,0,0,0,8,6,7,9,6,7,5,15,6,9,11,8,11,16,7,4,13,10,8,11,12,17,14,10,10,10,14,7,11,9,9,9,7,5,5,7,8,9,6,7,7,7,4,2,6,5,1,3,5,6,2,4,5,5,3,3,1,3,0,4,0,6,6,2,2,0,1,0,2,0,1,2,1,1,0,3,0,0,0,2,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
230020005000010,1,430,430,159,25,99,68,21,7,1,0,31,3,8,0,3,2,3,0,0,0,0,7,2,0,0,0,0,0,1,0,0,2,1,1,8,8,12,12,10,11,7,7,5,11,11,9,12,7,8,7,8,11,9,4,11,5,9,8,5,11,6,8,7,9,12,11,9,7,3,4,6,6,3,8,4,4,5,2,2,6,4,1,2,2,1,4,4,2,4,4,3,1,3,6,4,1,2,2,1,4,2,1,3,0,0,0,2,1,1,0,1,1,2,0,1,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
230020005000011,1,398,398,104,38,143,64,10,4,1,0,21,2,4,0,7,0,0,0,0,0,0,5,0,0,0,0,0,1,1,2,0,0,0,1,4,8,9,9,10,9,9,11,9,9,13,11,15,8,9,14,10,5,7,14,5,9,5,12,6,4,12,4,3,8,3,7,9,9,3,9,3,3,6,6,1,4,3,4,4,2,3,2,5,3,5,1,2,1,1,2,0,1,0,2,1,3,3,3,2,1,1,3,1,1,0,1,0,0,1,1,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230020005000012,1,501,498,150,43,140,88,3,13,3,1,47,0,4,0,4,3,1,0,1,0,0,12,0,1,2,2,2,0,0,0,0,0,3,2,5,13,5,10,12,9,4,6,14,9,6,13,7,9,11,9,12,15,14,7,10,11,17,13,7,11,15,11,14,5,8,12,7,6,7,3,7,5,7,3,2,5,8,5,2,1,5,6,2,5,2,6,3,1,4,4,1,5,2,0,5,2,3,1,3,1,1,6,3,5,1,2,0,1,0,2,2,3,2,1,1,0,0,0,0,1,1,0,0,2,1,0,1,0,0,0,0,0,0,0
230020005000013,1,359,358,117,29,106,48,8,5,1,0,30,3,4,0,5,3,0,0,0,0,0,6,0,0,2,0,1,1,0,0,1,0,1,0,9,5,5,7,7,5,10,5,3,8,6,5,2,8,8,8,12,7,10,11,11,5,13,12,8,6,8,4,8,2,2,7,4,4,5,7,5,1,4,4,8,0,1,7,6,5,4,2,5,5,0,3,3,1,1,2,3,2,0,6,2,3,0,2,1,1,0,0,1,2,3,0,4,0,0,1,2,0,0,1,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
230020005000014,2,776,738,213,78,240,124,11,7,0,0,40,1,6,0,9,6,3,0,0,0,38,13,1,0,1,3,1,0,2,0,1,1,2,1,8,17,12,15,17,16,11,13,15,20,12,18,17,21,14,25,24,17,15,17,16,22,15,16,18,14,14,10,14,17,6,14,8,13,4,7,6,13,6,12,10,8,18,11,10,13,11,6,5,8,6,3,3,2,4,5,4,1,4,1,1,5,6,1,2,1,3,2,3,3,3,1,2,2,5,3,1,1,3,3,0,2,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
230020005000015,2,160,156,58,8,48,25,4,1,1,0,7,1,2,0,2,3,0,0,0,0,0,7,1,2,0,0,1,0,0,1,1,1,0,0,3,1,5,4,2,2,2,4,0,1,5,1,0,3,7,2,4,3,4,2,3,4,1,2,3,1,6,3,3,5,2,0,2,6,2,2,1,1,2,1,1,6,0,2,3,2,3,2,0,4,0,1,1,2,1,2,0,0,0,3,1,2,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
230020005000016,1,262,262,90,16,84,37,6,1,1,1,22,0,1,0,0,3,0,0,0,0,0,6,1,0,1,0,0,0,1,0,1,0,0,2,5,3,2,6,10,4,3,4,2,4,3,6,7,8,14,5,8,2,7,5,1,5,2,4,4,5,2,4,1,5,5,4,4,5,5,9,8,1,4,1,4,1,3,6,2,3,3,1,0,3,4,1,0,2,1,2,2,1,0,1,3,1,1,2,2,3,0,1,1,2,1,2,3,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
230020005000017,1,303,303,119,9,95,45,3,8,0,0,21,1,1,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,4,10,4,7,2,10,5,6,6,4,9,8,8,3,7,12,8,6,6,6,8,5,10,7,7,8,6,2,9,5,5,5,9,5,1,7,3,4,3,5,4,1,4,4,2,0,1,2,0,3,4,2,0,2,0,1,2,1,3,2,2,1,3,0,2,1,2,1,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
230020005000018,8,376,371,67,91,123,51,2,2,3,1,22,0,8,0,3,2,0,0,0,0,1,10,1,1,0,2,1,2,1,1,1,0,0,0,7,8,7,3,8,5,10,5,4,12,14,7,10,9,9,4,8,7,7,8,7,9,4,7,9,13,7,6,2,4,2,8,1,3,9,6,3,5,3,4,4,9,2,5,5,4,4,4,1,2,1,2,4,3,2,4,1,2,5,3,4,2,1,2,1,1,0,2,3,1,4,2,2,2,0,1,1,1,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
230020005000019,8,160,160,64,7,63,5,0,4,0,0,7,0,3,0,7,0,0,0,0,0,0,5,0,2,0,0,0,0,0,1,0,2,0,0,5,0,0,2,8,3,2,2,2,3,2,0,2,2,2,2,4,2,5,7,4,5,4,4,3,6,2,3,7,6,3,2,1,2,2,3,0,1,1,2,0,1,6,0,3,1,0,0,4,0,2,0,3,1,2,1,0,1,0,1,1,1,1,0,2,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
230020005000020,8,402,401,178,9,163,21,1,3,0,0,17,0,4,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,8,5,5,10,9,4,8,6,5,6,10,8,10,8,6,14,9,6,7,9,7,6,13,8,10,3,8,12,10,7,8,5,5,7,5,2,5,4,6,4,1,4,3,4,3,6,5,1,1,2,2,2,2,5,2,4,3,6,3,7,0,3,4,2,3,1,2,1,2,0,0,1,2,0,4,0,0,0,0,2,1,2,3,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0
230020005000021,8,752,750,293,9,264,63,35,11,3,0,61,3,2,0,7,1,0,0,0,0,0,15,0,0,3,2,0,2,1,1,3,1,1,1,13,16,15,15,20,18,20,10,23,12,16,21,15,17,13,19,14,14,17,21,20,18,10,15,18,12,13,14,17,6,13,14,15,10,9,9,3,8,10,6,4,7,9,9,5,6,12,6,7,6,1,4,7,3,5,6,5,2,1,4,5,1,4,6,1,4,4,3,2,4,4,8,2,2,1,0,0,2,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
230020005000022,8,272,272,105,14,89,37,4,2,3,0,8,2,2,0,4,0,0,0,1,1,0,6,1,1,0,0,0,1,1,2,0,0,0,0,1,4,2,3,4,5,7,5,4,5,2,5,7,11,1,8,9,8,9,6,5,6,7,5,5,2,7,6,0,3,4,3,4,5,3,3,3,5,2,3,2,7,3,2,6,4,2,2,2,5,3,2,3,1,1,0,2,2,0,3,2,1,3,1,0,3,0,1,0,3,2,2,2,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
230020005000023,8,327,326,135,4,119,23,12,1,1,0,20,0,2,0,6,4,0,0,0,0,0,5,1,0,0,0,0,1,0,0,1,0,1,1,1,6,4,5,4,5,3,7,7,2,7,11,6,14,6,17,11,11,9,11,8,7,6,5,7,5,5,5,5,6,6,4,7,1,6,4,0,6,4,4,3,1,7,0,8,5,4,3,4,1,4,1,0,2,1,1,1,1,1,1,1,0,0,4,1,2,2,2,0,0,1,1,2,1,2,2,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230020005000024,8,552,552,104,136,203,24,5,2,12,0,19,0,25,1,20,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,2,0,2,6,9,4,12,14,19,14,9,15,8,21,15,10,8,21,14,13,12,7,11,10,10,16,8,7,8,9,8,14,12,8,7,7,6,12,6,6,8,11,3,5,6,5,5,5,7,6,5,5,8,2,3,2,4,4,1,7,4,2,4,2,3,2,1,2,2,1,4,3,3,2,0,2,0,2,0,1,0,1,0,1,1,0,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0
230020005000025,8,101,101,49,0,36,6,4,1,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,1,0,0,1,2,1,2,1,1,1,0,0,1,2,2,1,5,0,2,2,0,2,1,4,4,2,3,0,3,1,3,6,1,2,0,0,2,2,2,1,2,0,1,1,1,0,1,0,0,1,1,0,3,0,1,1,1,0,0,1,3,0,2,1,1,0,0,1,1,1,2,1,2,1,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230020005000026,8,583,583,96,127,213,59,9,3,10,1,22,0,23,1,7,10,0,0,2,0,0,10,0,1,2,1,1,0,0,0,2,2,0,1,13,17,10,17,9,10,7,5,4,10,8,19,21,19,10,17,13,8,18,13,19,18,13,14,8,12,7,13,8,9,11,9,9,6,6,1,13,9,10,7,4,2,2,6,10,8,2,4,6,3,5,6,1,5,3,3,1,0,4,2,3,4,3,2,3,0,5,5,2,3,3,1,1,1,2,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
230020005000027,8,1133,1130,362,50,457,118,11,7,2,0,88,3,9,0,17,7,2,0,0,0,0,19,2,2,0,1,3,2,3,2,2,1,0,1,24,29,16,23,33,23,20,18,25,26,29,29,24,29,30,25,23,36,25,28,27,31,23,26,30,29,26,17,11,21,17,13,17,13,13,15,12,9,6,9,8,12,9,14,15,8,6,10,7,9,2,2,5,9,5,6,1,8,6,5,3,8,2,5,10,1,7,2,1,6,2,1,4,3,1,3,4,3,0,1,3,2,2,1,4,3,0,0,0,1,0,0,2,0,0,1,0,1,0,0
230020005000028,8,154,154,63,4,61,9,1,2,1,0,7,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,4,4,6,5,3,5,2,3,2,6,6,3,4,1,1,1,3,1,2,2,2,2,1,1,5,3,2,1,2,4,1,0,3,2,1,3,2,1,0,2,0,1,2,0,2,3,2,1,0,1,0,0,1,3,1,2,1,0,3,1,1,0,1,1,3,2,3,0,0,0,0,0,0,1,1,1,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
230020005000029,8,288,288,84,41,90,38,2,2,1,0,17,1,6,0,5,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,2,0,0,0,5,5,3,3,5,6,0,9,8,9,6,8,8,12,6,4,6,5,3,7,8,3,8,7,9,2,6,5,3,6,1,4,2,7,5,4,2,4,4,2,3,2,2,5,2,5,2,4,4,2,2,0,3,4,3,2,4,0,0,3,1,3,4,1,3,0,1,0,0,2,0,1,2,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
