Cod_setor,Situacao_setor,V001,V002,V003,V004,V005,V006,V007,V008,V009,V010,V011,V012,V013,V014,V015,V016,V017,V018,V019,V020,V021,V022,V023,V024,V025,V026,V027,V028,V029,V030,V031,V032,V033,V034,V035,V036,V037,V038,V039,V040,V041,V042,V043,V044,V045,V046,V047,V048,V049,V050,V051,V052,V053,V054,V055,V056,V057,V058,V059,V060,V061,V062,V063,V064,V065,V066,V067,V068,V069,V070,V071,V072,V073,V074,V075,V076,V077,V078,V079,V080,V081,V082,V083,V084,V085,V086,V087,V088,V089,V090,V091,V092,V093,V094,V095,V096,V097,V098,V099,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134,
230015005000013,8,344,344,34,148,94,22,5,7,1,2,19,1,0,0,9,2,0,0,0,0,0,7,0,0,0,1,1,1,0,1,1,0,2,0,3,6,4,10,5,4,4,5,12,7,5,9,6,8,10,10,7,5,4,4,7,2,4,3,6,4,6,3,3,9,8,5,2,5,4,4,3,6,6,4,5,8,6,8,2,5,5,4,2,5,3,6,1,3,1,2,4,2,4,4,4,1,2,2,2,2,1,1,3,2,0,1,2,0,0,1,2,0,1,2,0,0,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
230015005000014,8,268,268,95,30,88,12,1,3,13,1,10,4,7,2,2,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,1,5,5,4,5,4,4,6,11,5,4,6,5,11,10,2,5,10,7,9,5,5,8,6,0,3,6,2,4,2,2,2,3,2,2,3,0,5,4,0,0,6,5,4,2,2,2,2,3,3,4,4,2,4,2,2,4,1,0,0,2,0,2,2,1,0,0,2,2,0,1,1,3,2,1,3,2,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,
230015005000015,5,319,319,50,115,77,44,4,2,4,1,14,1,3,0,3,0,1,0,0,0,0,7,0,0,0,2,2,1,0,2,0,0,0,0,4,6,3,3,5,5,4,4,9,5,11,8,4,8,7,6,8,9,5,5,8,7,4,7,9,7,6,6,7,4,5,5,4,5,4,1,5,3,2,5,2,6,2,4,1,5,7,1,5,2,3,3,2,4,6,2,1,2,1,4,1,1,0,1,4,1,0,1,1,2,1,2,2,3,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,
230015005000016,5,497,497,82,154,142,35,15,8,3,2,36,4,5,0,11,0,0,0,0,0,0,15,3,1,1,1,2,1,0,0,2,0,0,4,17,7,6,6,11,7,8,10,5,9,11,11,17,11,10,10,15,9,5,15,6,11,8,8,10,15,9,7,8,10,6,10,8,3,11,2,6,8,7,4,7,6,7,4,4,2,5,6,5,7,3,4,5,1,4,7,0,2,3,2,3,0,1,2,4,3,2,0,0,3,0,1,2,3,2,0,1,3,1,2,2,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
230015005000017,8,135,135,15,48,40,18,2,1,1,0,9,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,1,2,2,2,4,2,1,5,5,4,5,3,2,4,4,4,4,2,4,1,3,2,1,2,0,6,3,1,5,1,1,2,0,2,3,1,0,1,4,1,1,0,2,5,2,2,2,0,0,0,0,1,1,0,1,1,3,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
230015005000018,5,94,94,21,31,24,9,1,0,1,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,5,1,1,2,1,1,0,1,1,0,2,5,1,1,1,2,1,2,3,1,0,1,2,1,3,1,3,1,0,3,0,2,1,2,1,2,3,2,2,2,1,0,1,0,1,1,2,2,0,0,1,1,3,0,1,1,1,0,2,0,1,0,1,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
230015005000020,1,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,
230015005000022,1,365,365,92,85,75,61,2,5,8,2,24,0,6,0,4,0,0,0,1,0,0,4,1,0,0,0,1,1,0,0,0,0,1,0,3,1,4,6,2,3,5,7,6,3,3,4,7,7,7,2,6,10,8,7,5,7,6,6,5,3,3,4,6,4,2,2,6,6,2,4,3,8,6,4,6,10,9,4,4,8,6,7,11,8,2,3,3,3,8,4,2,4,4,4,4,1,5,0,1,1,0,2,0,1,4,2,6,0,4,3,1,4,1,2,4,3,0,0,4,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,
230015005000023,1,382,382,76,109,75,66,5,3,10,2,18,0,8,0,8,2,0,0,0,0,0,6,0,0,1,0,1,0,0,0,1,1,0,2,6,3,7,5,4,6,5,4,6,4,4,3,9,10,10,9,10,14,7,13,10,7,5,6,6,5,7,9,8,7,5,4,2,3,3,8,8,6,6,9,6,8,6,2,4,5,6,3,6,5,2,2,8,5,3,4,4,1,0,2,3,2,1,2,1,0,1,0,3,2,0,0,0,1,0,3,2,0,0,2,1,0,1,2,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,
230015005000024,1,259,259,67,60,48,41,1,5,4,1,23,1,4,0,3,0,1,0,0,0,0,4,0,0,1,0,0,0,0,0,1,0,1,1,2,5,4,3,2,3,2,5,3,9,6,2,6,7,9,0,6,8,10,3,6,2,4,3,1,4,4,3,2,5,7,3,4,6,5,4,1,8,3,2,4,3,3,6,3,1,1,2,3,1,1,1,5,7,5,2,2,2,1,1,0,2,3,0,2,0,2,1,0,1,0,2,1,0,2,0,1,3,1,2,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,
230015005000025,1,167,167,19,56,44,16,4,2,2,0,19,2,2,0,1,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,1,0,3,2,4,2,5,3,1,9,2,5,1,8,2,2,4,1,4,6,5,1,1,4,2,3,1,1,4,2,2,2,3,1,2,3,2,2,0,3,0,2,1,3,4,3,2,1,4,2,2,0,1,1,0,2,0,0,3,1,1,1,1,0,1,3,1,0,1,2,0,1,1,1,0,3,0,2,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
230015005000026,1,319,319,78,73,81,50,10,3,4,0,14,0,2,0,2,0,1,0,1,0,0,6,0,0,0,0,1,0,1,0,1,2,0,1,5,7,9,5,10,4,10,6,6,5,6,6,12,12,10,6,5,10,7,5,7,7,2,10,5,4,4,3,8,5,7,3,5,3,5,0,6,2,5,5,3,4,6,4,5,2,4,2,3,0,4,4,2,2,2,1,0,4,1,5,1,1,0,1,1,1,1,1,0,0,0,0,0,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
230015005000028,5,114,114,12,43,45,11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,1,1,0,0,0,0,4,4,2,0,0,1,3,2,3,3,6,1,1,2,5,3,5,4,3,0,2,2,1,4,3,1,1,3,1,0,2,1,1,2,3,3,2,1,1,2,1,0,2,0,2,0,2,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
230015005000029,5,98,98,12,39,23,10,2,2,0,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,1,1,1,3,3,2,1,1,3,0,2,0,0,0,0,0,3,3,2,0,5,2,1,2,1,1,3,3,0,3,2,2,1,0,0,4,3,0,0,1,0,0,2,1,1,2,1,2,1,1,2,3,1,0,0,3,1,1,1,0,0,0,0,0,1,1,0,1,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
230015005000031,8,220,220,20,96,68,16,4,4,0,0,8,0,0,0,4,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,1,2,6,3,5,2,2,3,3,3,5,8,4,2,5,8,1,5,7,5,3,1,3,4,2,7,5,2,3,2,0,1,2,3,1,3,4,8,7,3,4,4,4,2,2,3,3,2,1,3,3,1,3,1,2,1,2,2,1,0,2,2,1,1,2,4,0,0,0,2,0,0,0,3,3,1,2,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
230015005000032,8,387,387,159,31,123,25,1,2,12,0,16,0,8,0,9,0,1,0,0,0,0,6,1,1,1,0,1,1,0,0,0,1,0,0,6,10,10,11,13,5,4,7,9,7,11,10,5,11,10,9,14,9,8,6,3,2,7,4,7,3,10,8,8,4,3,3,3,2,7,9,2,5,6,3,4,4,2,5,6,4,5,5,2,3,5,1,2,5,1,3,3,4,4,4,3,2,0,1,3,4,0,4,0,3,0,1,1,1,4,2,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
230015005000033,8,99,99,14,32,33,12,0,0,3,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,1,3,1,2,4,3,1,4,0,3,5,1,1,0,1,1,0,3,3,3,0,0,1,0,0,2,2,2,1,4,0,2,2,0,2,2,3,2,1,1,0,0,0,1,1,2,1,0,1,1,0,0,2,2,0,0,0,1,1,0,0,1,1,0,0,0,3,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
230015005000034,8,4,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,
230015005000035,4,103,103,37,15,25,7,1,0,6,0,3,0,2,0,4,0,1,0,2,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,3,0,0,1,3,1,3,1,0,1,0,3,2,0,0,1,1,3,1,1,2,4,4,1,2,3,3,1,2,1,2,2,0,0,1,2,2,2,3,3,3,2,1,1,0,1,2,2,3,1,2,1,0,2,0,1,1,0,0,1,0,0,0,0,2,2,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
230020005000001,1,261,261,67,64,45,30,1,4,4,0,4,0,10,1,12,0,13,0,6,0,0,3,1,0,1,0,1,0,0,0,0,0,0,0,5,2,4,1,2,3,2,3,4,3,4,1,6,3,4,3,11,6,4,3,4,5,3,5,4,4,4,5,1,9,5,3,3,2,3,4,2,4,6,2,4,3,5,5,4,5,2,4,4,4,4,2,4,1,4,5,6,3,5,3,1,1,2,1,2,2,0,2,2,3,1,1,2,0,0,0,4,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
230020005000002,1,333,333,60,110,85,33,9,2,0,3,22,0,3,1,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,4,3,7,14,4,4,5,3,4,7,10,5,7,6,10,5,8,5,3,10,9,7,7,5,5,4,6,7,6,2,8,4,5,7,3,6,6,5,4,3,5,5,5,7,5,3,5,1,4,4,0,3,3,0,3,2,3,1,3,4,3,2,3,2,0,2,5,2,3,0,2,1,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
230020005000003,1,443,443,90,120,87,69,10,3,2,2,24,0,7,0,17,4,5,1,2,0,0,6,1,1,2,0,1,0,0,0,0,0,0,1,9,5,8,5,9,10,6,4,4,4,5,12,17,11,14,7,11,12,3,8,11,4,11,13,13,6,7,15,1,8,9,4,8,12,9,6,10,6,6,8,4,1,7,4,1,2,7,4,9,1,1,2,7,5,3,3,2,5,3,4,1,2,1,1,4,1,2,1,1,2,0,1,1,1,1,3,2,0,1,0,0,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,
230020005000004,1,379,379,76,95,90,58,5,6,4,1,31,2,3,0,3,3,1,0,1,0,0,6,1,1,0,0,0,0,0,1,1,2,0,0,5,4,3,9,2,7,7,6,6,4,4,9,5,12,14,12,2,9,4,13,8,12,11,10,6,6,8,3,6,2,3,6,6,1,7,10,6,4,1,7,6,3,7,3,4,3,5,4,3,3,4,5,3,3,4,3,2,5,4,2,3,1,1,1,1,3,2,1,4,3,1,1,2,1,2,2,0,0,0,1,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,1,0,
230020005000005,1,348,348,119,47,90,34,2,2,14,1,27,0,9,0,3,0,0,0,0,0,0,4,0,0,0,1,1,0,0,1,0,1,0,0,3,5,4,6,2,7,5,5,5,10,5,11,5,8,10,9,11,6,6,6,8,6,10,7,7,7,5,9,7,6,2,5,4,6,1,5,6,3,4,2,5,3,2,2,5,8,10,2,4,3,1,5,3,0,1,2,1,2,4,2,4,2,3,4,4,0,1,2,2,4,1,3,0,2,1,1,0,2,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
230020005000006,1,265,263,55,72,53,31,2,6,4,2,4,0,8,0,17,3,2,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,5,1,2,5,6,6,3,3,2,4,9,2,3,1,5,5,8,3,3,5,3,8,5,5,3,4,5,7,1,6,4,3,1,5,5,2,3,5,3,1,3,3,7,3,3,6,2,4,1,0,2,1,2,2,2,1,2,3,7,4,4,3,1,2,3,0,3,3,3,2,3,0,1,1,2,3,1,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
230020005000007,1,462,459,69,145,117,53,7,14,2,3,32,2,5,0,8,1,2,0,2,0,0,9,3,0,0,0,0,2,2,0,1,0,0,1,4,10,17,13,4,9,7,7,5,7,14,4,9,13,14,7,16,5,11,8,6,14,7,12,14,6,15,9,7,9,7,10,9,8,7,2,9,5,3,5,5,6,3,7,5,5,7,3,6,2,3,0,3,4,6,6,1,4,1,2,2,0,1,2,2,1,1,0,3,0,2,0,1,1,0,1,2,0,1,0,1,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,
230020005000008,1,326,323,61,90,39,79,1,3,7,4,12,0,5,0,10,4,1,0,7,0,3,3,0,0,1,0,0,0,0,1,0,0,0,1,3,1,2,1,5,2,5,1,5,2,7,6,6,5,2,5,8,6,5,8,5,7,5,4,12,3,7,2,7,0,5,5,5,6,8,4,6,4,1,9,5,5,2,4,2,5,9,7,5,5,3,2,4,5,3,3,3,5,3,3,2,2,3,1,7,2,2,0,3,3,2,2,0,2,1,1,1,4,0,2,0,3,3,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
230020005000009,1,458,458,71,159,118,44,16,6,4,1,25,0,4,0,7,2,0,0,1,0,0,9,0,2,0,0,1,0,3,0,0,1,1,1,9,7,9,5,6,10,5,7,8,4,18,9,14,17,7,12,7,9,8,9,8,13,5,8,9,7,10,9,7,10,7,7,6,6,4,5,8,7,7,7,7,3,4,6,7,4,3,4,3,6,4,2,4,3,2,4,3,4,5,4,3,3,2,0,2,0,1,1,0,1,3,1,2,3,0,0,3,1,2,0,2,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,
230020005000010,1,434,434,66,141,102,57,9,7,4,3,25,1,4,0,8,4,3,0,0,0,0,4,0,0,0,0,0,0,2,0,1,0,0,1,11,9,1,8,6,9,6,6,8,8,11,7,11,8,10,7,12,8,8,14,13,5,12,12,12,6,8,9,3,8,10,7,9,5,8,6,6,6,8,6,2,5,6,5,7,3,6,2,3,1,3,2,0,6,6,3,5,2,1,5,1,2,1,0,1,3,1,1,1,0,1,3,1,1,1,4,2,1,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
230020005000011,1,364,364,82,90,96,42,12,3,7,0,15,1,4,0,9,1,0,0,2,0,0,11,0,1,1,0,0,2,2,2,0,0,2,1,4,9,6,7,8,3,5,8,9,6,8,11,3,6,11,9,8,6,9,9,5,4,4,6,7,6,5,3,6,2,11,10,11,9,5,8,6,3,4,3,7,2,3,4,1,5,2,3,0,5,2,3,2,2,2,2,1,1,2,5,2,2,3,5,3,1,2,1,0,3,2,2,0,1,0,0,1,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,
230020005000012,1,533,531,113,131,120,76,2,14,3,1,46,0,10,0,6,4,1,0,6,0,0,10,0,0,1,0,1,2,1,0,1,0,3,1,11,10,8,7,10,5,9,9,9,14,9,7,10,9,7,11,12,10,11,13,8,13,10,11,10,13,13,3,13,8,10,5,8,6,10,9,4,4,8,5,9,6,6,6,6,11,5,6,3,8,4,6,4,7,5,0,2,6,4,5,2,5,3,1,2,4,3,4,3,3,0,0,1,2,1,2,1,1,2,1,1,1,1,2,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,1,
230020005000013,1,380,380,72,97,89,54,9,8,7,0,29,0,2,0,12,1,0,0,0,0,0,5,1,0,0,1,0,1,1,0,0,1,0,0,5,6,6,6,8,7,1,10,8,6,5,8,10,12,15,14,11,10,3,5,8,8,13,10,4,5,10,5,1,7,4,4,5,7,3,4,3,6,6,3,7,8,6,4,4,4,4,2,1,3,7,2,1,2,2,4,3,2,3,1,2,3,0,3,0,1,2,0,0,0,1,1,4,3,3,0,1,3,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,
230020005000014,2,735,735,175,186,198,97,12,8,2,2,25,7,1,0,18,3,1,0,0,0,0,10,1,0,1,1,3,0,1,1,1,0,1,0,7,15,19,15,12,12,11,11,16,12,22,15,19,17,26,13,14,12,21,17,14,10,7,15,10,13,16,9,15,14,14,14,5,9,13,11,9,8,12,11,11,7,14,5,4,4,12,4,7,8,5,2,3,4,6,4,2,6,6,1,3,6,6,3,3,1,4,1,5,6,3,5,0,2,3,3,2,2,2,1,1,4,1,2,1,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,
230020005000015,2,166,157,25,47,37,21,2,4,1,1,16,0,2,0,2,6,2,0,0,0,0,3,0,0,0,0,0,0,0,1,1,1,0,0,2,2,4,2,2,2,2,4,3,2,3,2,5,2,3,6,7,5,5,2,6,4,7,3,1,2,2,2,1,2,4,1,3,3,3,2,1,1,5,0,0,2,1,2,3,4,1,2,1,2,1,2,2,1,1,2,0,0,1,1,1,2,1,0,1,1,0,0,1,2,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
230020005000016,1,259,259,49,76,64,30,5,2,5,0,20,0,2,0,1,3,2,0,0,0,0,3,1,1,0,0,0,0,0,0,0,1,0,0,2,4,1,8,3,2,1,5,6,5,4,6,4,3,5,8,6,4,9,4,5,7,3,8,1,3,4,2,3,4,2,8,5,3,2,4,6,3,2,5,2,5,7,2,4,6,2,2,4,1,3,3,0,2,1,2,3,1,2,0,0,2,0,3,1,0,2,5,2,2,0,3,2,2,0,0,0,0,1,2,0,1,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
230020005000017,1,344,344,49,108,100,44,6,7,3,1,19,1,2,0,3,1,0,0,0,0,0,12,4,2,1,1,2,1,0,0,0,1,0,0,8,10,2,5,6,9,10,9,8,7,9,7,8,12,12,7,5,3,4,6,6,10,7,10,8,5,4,4,6,6,9,3,5,6,5,5,6,4,3,3,4,4,4,2,2,5,2,3,4,2,2,1,1,0,2,4,2,1,2,1,0,2,2,1,2,2,2,1,0,1,1,0,0,0,2,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,
230020005000018,8,343,341,116,54,99,30,0,6,2,0,22,1,6,0,4,0,1,0,1,0,1,6,0,1,2,0,1,0,0,0,0,0,2,0,5,6,5,5,6,5,4,6,8,6,7,6,11,8,6,10,9,7,8,8,12,6,10,4,5,4,8,2,2,10,2,8,3,7,3,4,5,5,6,2,2,5,3,2,3,5,3,5,4,2,1,5,2,2,1,4,3,1,2,2,1,1,5,2,0,0,1,2,3,7,2,1,1,1,1,2,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
230020005000019,8,147,147,13,63,49,6,1,0,2,0,6,0,1,0,6,0,0,0,0,0,0,4,0,0,0,0,1,0,1,1,0,1,0,0,2,0,1,4,0,4,1,2,2,0,1,6,2,2,8,4,2,3,0,1,7,4,9,4,0,4,4,2,4,1,1,2,2,3,4,1,2,0,3,0,1,1,4,2,2,1,1,0,1,1,3,1,0,1,1,1,0,1,1,2,2,0,0,2,1,2,1,0,0,0,1,0,0,0,0,2,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
230020005000020,8,364,364,37,157,134,14,0,2,0,0,17,0,2,0,1,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,4,3,8,7,4,8,9,11,5,9,8,9,6,9,6,7,4,5,5,6,7,8,6,3,5,8,15,2,5,7,11,5,7,4,6,6,6,3,4,5,2,4,6,5,5,3,6,4,1,4,2,3,4,2,4,1,2,2,3,2,3,5,2,1,1,2,2,1,1,1,2,2,0,2,2,1,2,1,1,0,0,2,2,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,
230020005000021,8,689,685,56,267,209,35,21,19,1,2,58,2,3,0,11,5,0,0,0,0,0,20,2,2,3,1,2,1,1,2,0,1,5,0,15,11,19,20,11,18,14,16,14,17,7,19,11,16,18,16,13,12,16,16,14,16,11,15,9,20,11,14,12,8,8,4,12,7,9,9,8,10,5,6,9,8,4,12,5,3,3,5,11,1,5,5,5,5,10,4,2,2,1,9,4,2,3,4,3,2,3,5,5,2,1,4,0,2,0,2,2,2,0,0,1,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
230020005000022,8,252,252,33,93,79,17,8,5,4,0,7,1,1,0,3,0,0,0,1,0,0,7,1,0,0,1,0,0,1,2,1,0,0,1,4,3,3,6,2,5,3,2,5,10,9,4,4,1,10,6,6,6,5,6,4,4,3,7,2,3,5,3,2,6,2,1,5,3,3,3,5,4,8,3,4,2,0,3,1,3,3,2,1,3,3,1,0,2,0,0,0,3,5,3,1,1,2,2,0,3,2,1,0,5,2,1,2,0,1,1,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
230020005000023,8,313,312,26,121,110,18,3,4,5,0,18,0,1,0,5,2,0,0,0,0,0,3,0,0,0,0,0,1,0,1,1,0,0,0,3,7,6,8,4,8,4,4,10,5,9,10,7,10,11,7,8,10,8,7,7,2,6,5,10,3,2,6,6,10,2,6,6,4,0,3,3,5,3,4,5,2,1,1,3,4,2,6,5,0,2,2,3,0,2,2,2,2,1,1,1,2,0,2,2,0,0,4,1,1,2,2,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,
230020005000024,8,515,515,163,66,188,13,3,5,24,1,18,0,23,1,10,0,0,0,0,0,0,8,0,1,0,1,0,0,1,1,2,0,2,0,5,8,11,13,5,14,14,12,15,14,15,8,13,17,11,14,13,14,8,7,8,11,13,9,9,6,12,8,9,6,5,6,9,7,8,5,6,8,4,9,3,5,6,5,4,7,3,2,2,6,3,5,2,5,2,4,0,3,5,5,2,4,3,5,1,2,2,3,1,4,0,0,1,0,1,2,0,3,1,0,0,0,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
230020005000025,8,92,92,5,42,34,0,1,3,0,0,4,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1,2,5,1,4,1,3,2,1,0,4,1,1,1,2,2,3,0,2,3,2,0,2,2,1,4,1,1,1,1,3,1,1,0,0,2,0,2,0,1,0,1,1,0,0,0,1,0,1,2,0,1,1,1,0,0,1,1,1,2,2,1,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
230020005000026,8,472,472,164,65,144,33,4,4,16,3,16,0,11,2,8,0,0,0,2,0,0,9,0,0,1,0,2,1,0,0,0,1,2,2,10,3,7,11,12,12,14,10,8,7,7,12,7,15,10,8,11,10,9,11,7,14,3,8,12,11,12,12,6,5,10,9,11,7,5,3,7,6,4,7,6,6,6,4,3,5,5,5,3,3,1,0,3,4,1,7,5,2,4,4,4,3,3,3,3,2,0,1,0,1,1,4,1,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,
230020005000027,8,1004,1002,108,323,401,68,6,11,4,5,54,3,4,0,17,0,0,0,0,0,0,17,3,2,1,2,0,2,0,1,1,3,1,1,21,24,12,23,26,29,22,27,29,27,32,27,30,27,31,18,20,18,19,17,27,21,13,23,24,20,7,23,15,9,8,12,14,10,20,9,12,8,11,9,12,14,7,7,8,11,11,5,5,8,4,6,3,7,5,4,8,2,9,2,4,7,4,2,7,8,2,2,5,4,1,3,4,2,1,2,2,3,2,0,0,2,2,1,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,
230020005000028,8,150,150,16,52,62,7,0,2,1,0,9,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,1,0,0,0,0,5,4,3,4,6,4,0,3,2,3,3,2,3,2,4,5,2,1,1,4,5,1,3,0,3,3,4,2,2,5,3,1,1,3,1,2,1,4,3,0,0,1,0,0,3,1,1,0,2,2,1,0,2,2,1,1,0,0,3,0,2,1,2,1,3,1,1,0,0,0,2,1,0,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
230020005000029,8,310,310,68,77,100,29,5,2,3,2,14,1,4,0,4,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,3,7,10,5,3,3,8,8,8,11,8,13,9,9,6,10,12,3,3,3,6,3,6,9,3,4,6,5,4,4,5,9,2,3,2,5,5,4,8,1,4,5,5,5,1,2,1,3,1,1,1,1,3,3,1,2,1,3,1,0,1,4,0,2,2,0,2,0,2,1,1,0,0,3,1,1,1,0,1,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
230020005000030,1,279,279,79,56,64,40,1,5,0,0,14,0,5,0,9,2,2,0,2,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,5,2,8,3,0,2,2,6,4,7,9,4,5,5,3,7,4,2,3,8,4,5,3,4,4,4,4,9,3,9,4,6,5,3,5,5,3,6,7,5,2,4,4,2,3,5,4,2,3,0,3,5,2,5,2,1,2,2,1,2,3,3,1,1,0,1,1,1,2,3,2,1,3,0,0,4,2,0,2,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
