"","Cod_setor","age_sex_group","population"
"1867","230440005070336","F_15_24",67
"1868","230440005070336","F_25_44",90
"1869","230440005070336","F_45_64",51
"1870","230440005070336","F_64more",25
"1871","230440005070337","M_14less",157
"1872","230440005070337","M_15_24",97
"1873","230440005070337","M_25_44",136
"1874","230440005070337","M_45_64",57
"1875","230440005070337","M_64more",25
"1876","230440005070337","F_14less",147
"1877","230440005070337","F_15_24",114
"1878","230440005070337","F_25_44",173
"1879","230440005070337","F_45_64",76
"1880","230440005070337","F_64more",45
"1881","230440005070338","M_14less",163
"1882","230440005070338","M_15_24",84
"1883","230440005070338","M_25_44",119
"1884","230440005070338","M_45_64",42
"1885","230440005070338","M_64more",15
"1886","230440005070338","F_14less",151
"1887","230440005070338","F_15_24",86
"1888","230440005070338","F_25_44",128
"1889","230440005070338","F_45_64",58
"1890","230440005070338","F_64more",19
"1891","230440005070339","M_14less",52
"1892","230440005070339","M_15_24",43
"1893","230440005070339","M_25_44",63
"1894","230440005070339","M_45_64",28
"1895","230440005070339","M_64more",7
"1896","230440005070339","F_14less",46
"1897","230440005070339","F_15_24",35
"1898","230440005070339","F_25_44",63
"1899","230440005070339","F_45_64",31
"1900","230440005070339","F_64more",12
"1901","230440005070340","M_14less",117
"1902","230440005070340","M_15_24",76
"1903","230440005070340","M_25_44",123
"1904","230440005070340","M_45_64",79
"1905","230440005070340","M_64more",29
"1906","230440005070340","F_14less",123
"1907","230440005070340","F_15_24",99
"1908","230440005070340","F_25_44",145
"1909","230440005070340","F_45_64",88
"1910","230440005070340","F_64more",53
"1911","230440005070341","M_14less",69
"1912","230440005070341","M_15_24",51
"1913","230440005070341","M_25_44",83
"1914","230440005070341","M_45_64",61
"1915","230440005070341","M_64more",17
"1916","230440005070341","F_14less",58
"1917","230440005070341","F_15_24",55
"1918","230440005070341","F_25_44",111
"1919","230440005070341","F_45_64",71
"1920","230440005070341","F_64more",37
"1921","230440005070342","M_14less",61
"1922","230440005070342","M_15_24",48
"1923","230440005070342","M_25_44",89
"1924","230440005070342","M_45_64",44
"1925","230440005070342","M_64more",21
"1926","230440005070342","F_14less",68
"1927","230440005070342","F_15_24",46
"1928","230440005070342","F_25_44",104
"1929","230440005070342","F_45_64",49
"1930","230440005070342","F_64more",41
"1931","230440005070343","M_14less",95
"1932","230440005070343","M_15_24",71
"1933","230440005070343","M_25_44",128
"1934","230440005070343","M_45_64",60
"1935","230440005070343","M_64more",32
"1936","230440005070343","F_14less",94
"1937","230440005070343","F_15_24",97
"1938","230440005070343","F_25_44",129
"1939","230440005070343","F_45_64",61
"1940","230440005070343","F_64more",49
"1941","230440005070344","M_14less",211
"1942","230440005070344","M_15_24",123
"1943","230440005070344","M_25_44",191
"1944","230440005070344","M_45_64",74
"1945","230440005070344","M_64more",27
"1946","230440005070344","F_14less",211
"1947","230440005070344","F_15_24",131
"1948","230440005070344","F_25_44",193
"1949","230440005070344","F_45_64",99
"1950","230440005070344","F_64more",42
"1951","230440005070345","M_14less",151
"1952","230440005070345","M_15_24",94
"1953","230440005070345","M_25_44",117
"1954","230440005070345","M_45_64",51
"1955","230440005070345","M_64more",13
"1956","230440005070345","F_14less",123
"1957","230440005070345","F_15_24",103
"1958","230440005070345","F_25_44",135
"1959","230440005070345","F_45_64",49
"1960","230440005070345","F_64more",21
"1961","230440005070519","M_14less",50
"1962","230440005070519","M_15_24",60
"1963","230440005070519","M_25_44",91
"1964","230440005070519","M_45_64",73
"1965","230440005070519","M_64more",22
"1966","230440005070519","F_14less",57
"1967","230440005070519","F_15_24",59
"1968","230440005070519","F_25_44",125
"1969","230440005070519","F_45_64",104
"1970","230440005070519","F_64more",68
"1971","230440005070520","M_14less",63
"1972","230440005070520","M_15_24",67
"1973","230440005070520","M_25_44",125
"1974","230440005070520","M_45_64",62
"1975","230440005070520","M_64more",19
"1976","230440005070520","F_14less",81
"1977","230440005070520","F_15_24",90
"1978","230440005070520","F_25_44",128
"1979","230440005070520","F_45_64",78
"1980","230440005070520","F_64more",52
"1981","230440005070521","M_14less",145
"1982","230440005070521","M_15_24",100
"1983","230440005070521","M_25_44",168
"1984","230440005070521","M_45_64",83
"1985","230440005070521","M_64more",27
"1986","230440005070521","F_14less",105
"1987","230440005070521","F_15_24",103
"1988","230440005070521","F_25_44",181
"1989","230440005070521","F_45_64",121
"1990","230440005070521","F_64more",38
"1991","230440005070522","M_14less",127
"1992","230440005070522","M_15_24",98
"1993","230440005070522","M_25_44",177
"1994","230440005070522","M_45_64",82
"1995","230440005070522","M_64more",31
"1996","230440005070522","F_14less",132
"1997","230440005070522","F_15_24",118
"1998","230440005070522","F_25_44",204
"1999","230440005070522","F_45_64",105
"2000","230440005070522","F_64more",55
"2001","230440005070523","M_14less",119
"2002","230440005070523","M_15_24",91
"2003","230440005070523","M_25_44",181
"2004","230440005070523","M_45_64",77
"2005","230440005070523","M_64more",31
"2006","230440005070523","F_14less",151
"2007","230440005070523","F_15_24",126
"2008","230440005070523","F_25_44",209
"2009","230440005070523","F_45_64",91
"2010","230440005070523","F_64more",52
"2011","230440005070524","M_14less",57
"2012","230440005070524","M_15_24",53
"2013","230440005070524","M_25_44",81
"2014","230440005070524","M_45_64",31
"2015","230440005070524","M_64more",14
"2016","230440005070524","F_14less",70
"2017","230440005070524","F_15_24",50
"2018","230440005070524","F_25_44",85
"2019","230440005070524","F_45_64",47
"2020","230440005070524","F_64more",23
"2021","230440005070525","M_14less",36
"2022","230440005070525","M_15_24",24
"2023","230440005070525","M_25_44",40
"2024","230440005070525","M_45_64",22
"2025","230440005070525","M_64more",8
"2026","230440005070525","F_14less",28
"2027","230440005070525","F_15_24",22
"2028","230440005070525","F_25_44",55
"2029","230440005070525","F_45_64",31
"2030","230440005070525","F_64more",10
"2031","230440005070526","M_14less",24
"2032","230440005070526","M_15_24",27
"2033","230440005070526","M_25_44",41
"2034","230440005070526","M_45_64",20
"2035","230440005070526","M_64more",5
"2036","230440005070526","F_14less",31
"2037","230440005070526","F_15_24",30
"2038","230440005070526","F_25_44",50
"2039","230440005070526","F_45_64",26
"2040","230440005070526","F_64more",19
"2041","230440005070527","M_14less",54
"2042","230440005070527","M_15_24",50
"2043","230440005070527","M_25_44",95
"2044","230440005070527","M_45_64",62
"2045","230440005070527","M_64more",32
"2046","230440005070527","F_14less",73
"2047","230440005070527","F_15_24",59
"2048","230440005070527","F_25_44",129
"2049","230440005070527","F_45_64",109
"2050","230440005070527","F_64more",73
"2051","230440005070528","M_14less",89
"2052","230440005070528","M_15_24",78
"2053","230440005070528","M_25_44",99
"2054","230440005070528","M_45_64",48
"2055","230440005070528","M_64more",21
"2056","230440005070528","F_14less",92
"2057","230440005070528","F_15_24",70
"2058","230440005070528","F_25_44",115
"2059","230440005070528","F_45_64",55
"2060","230440005070528","F_64more",30
"2061","230440005070529","M_14less",78
"2062","230440005070529","M_15_24",57
"2063","230440005070529","M_25_44",117
"2064","230440005070529","M_45_64",93
"2065","230440005070529","M_64more",23
"2066","230440005070529","F_14less",69
"2067","230440005070529","F_15_24",75
"2068","230440005070529","F_25_44",133
"2069","230440005070529","F_45_64",87
"2070","230440005070529","F_64more",51
"2071","230440005070530","M_14less",89
"2072","230440005070530","M_15_24",76
"2073","230440005070530","M_25_44",130
"2074","230440005070530","M_45_64",44
"2075","230440005070530","M_64more",17
"2076","230440005070530","F_14less",69
"2077","230440005070530","F_15_24",72
"2078","230440005070530","F_25_44",113
"2079","230440005070530","F_45_64",71
"2080","230440005070530","F_64more",23
"2081","230440005070531","M_14less",90
"2082","230440005070531","M_15_24",69
"2083","230440005070531","M_25_44",121
"2084","230440005070531","M_45_64",53
"2085","230440005070531","M_64more",15
"2086","230440005070531","F_14less",61
"2087","230440005070531","F_15_24",69
"2088","230440005070531","F_25_44",142
"2089","230440005070531","F_45_64",80
"2090","230440005070531","F_64more",18
"2091","230440005070532","M_14less",91
"2092","230440005070532","M_15_24",62
"2093","230440005070532","M_25_44",123
"2094","230440005070532","M_45_64",44
"2095","230440005070532","M_64more",14
"2096","230440005070532","F_14less",120
"2097","230440005070532","F_15_24",88
"2098","230440005070532","F_25_44",128
"2099","230440005070532","F_45_64",82
"2100","230440005070532","F_64more",28
"2101","230440005070533","M_14less",89
"2102","230440005070533","M_15_24",61
"2103","230440005070533","M_25_44",120
"2104","230440005070533","M_45_64",58
"2105","230440005070533","M_64more",25
"2106","230440005070533","F_14less",93
"2107","230440005070533","F_15_24",79
"2108","230440005070533","F_25_44",126
"2109","230440005070533","F_45_64",80
"2110","230440005070533","F_64more",41
"2111","230440005070534","M_14less",63
"2112","230440005070534","M_15_24",50
"2113","230440005070534","M_25_44",109
"2114","230440005070534","M_45_64",66
"2115","230440005070534","M_64more",22
"2116","230440005070534","F_14less",67
"2117","230440005070534","F_15_24",67
"2118","230440005070534","F_25_44",130
"2119","230440005070534","F_45_64",86
"2120","230440005070534","F_64more",40
"2121","230440005070535","M_14less",74
"2122","230440005070535","M_15_24",77
"2123","230440005070535","M_25_44",114
"2124","230440005070535","M_45_64",82
"2125","230440005070535","M_64more",29
"2126","230440005070535","F_14less",65
"2127","230440005070535","F_15_24",74
"2128","230440005070535","F_25_44",136
"2129","230440005070535","F_45_64",104
"2130","230440005070535","F_64more",53
"2131","230440005070536","M_14less",66
"2132","230440005070536","M_15_24",71
"2133","230440005070536","M_25_44",109
"2134","230440005070536","M_45_64",73
"2135","230440005070536","M_64more",59
"2136","230440005070536","F_14less",62
"2137","230440005070536","F_15_24",74
"2138","230440005070536","F_25_44",144
"2139","230440005070536","F_45_64",98
"2140","230440005070536","F_64more",75
"2141","230440005070537","M_14less",27
"2142","230440005070537","M_15_24",67
"2143","230440005070537","M_25_44",70
"2144","230440005070537","M_45_64",59
"2145","230440005070537","M_64more",15
"2146","230440005070537","F_14less",38
"2147","230440005070537","F_15_24",72
"2148","230440005070537","F_25_44",108
"2149","230440005070537","F_45_64",108
"2150","230440005070537","F_64more",36
"2151","230440005070538","M_14less",31
"2152","230440005070538","M_15_24",53
"2153","230440005070538","M_25_44",68
"2154","230440005070538","M_45_64",88
"2155","230440005070538","M_64more",35
"2156","230440005070538","F_14less",35
"2157","230440005070538","F_15_24",86
"2158","230440005070538","F_25_44",117
"2159","230440005070538","F_45_64",105
"2160","230440005070538","F_64more",53
"2161","230440005070539","M_14less",40
"2162","230440005070539","M_15_24",41
"2163","230440005070539","M_25_44",81
"2164","230440005070539","M_45_64",46
"2165","230440005070539","M_64more",11
"2166","230440005070539","F_14less",50
"2167","230440005070539","F_15_24",59
"2168","230440005070539","F_25_44",112
"2169","230440005070539","F_45_64",58
"2170","230440005070539","F_64more",22
"2171","230440005070540","M_14less",78
"2172","230440005070540","M_15_24",94
"2173","230440005070540","M_25_44",102
"2174","230440005070540","M_45_64",87
"2175","230440005070540","M_64more",43
"2176","230440005070540","F_14less",82
"2177","230440005070540","F_15_24",98
"2178","230440005070540","F_25_44",159
"2179","230440005070540","F_45_64",109
"2180","230440005070540","F_64more",75
"2181","230440005070541","M_14less",33
"2182","230440005070541","M_15_24",28
"2183","230440005070541","M_25_44",38
"2184","230440005070541","M_45_64",25
"2185","230440005070541","M_64more",4
"2186","230440005070541","F_14less",23
"2187","230440005070541","F_15_24",33
"2188","230440005070541","F_25_44",38
"2189","230440005070541","F_45_64",39
"2190","230440005070541","F_64more",9
"2191","230440005070542","M_14less",45
"2192","230440005070542","M_15_24",64
"2193","230440005070542","M_25_44",75
"2194","230440005070542","M_45_64",38
"2195","230440005070542","M_64more",16
"2196","230440005070542","F_14less",71
"2197","230440005070542","F_15_24",55
"2198","230440005070542","F_25_44",115
"2199","230440005070542","F_45_64",58
"2200","230440005070542","F_64more",23
"2201","230440005070543","M_14less",37
"2202","230440005070543","M_15_24",40
"2203","230440005070543","M_25_44",76
"2204","230440005070543","M_45_64",18
"2205","230440005070543","M_64more",13
"2206","230440005070543","F_14less",24
"2207","230440005070543","F_15_24",42
"2208","230440005070543","F_25_44",58
"2209","230440005070543","F_45_64",30
"2210","230440005070543","F_64more",17
"2211","230440005070544","M_14less",24
"2212","230440005070544","M_15_24",34
"2213","230440005070544","M_25_44",63
"2214","230440005070544","M_45_64",43
"2215","230440005070544","M_64more",15
"2216","230440005070544","F_14less",30
"2217","230440005070544","F_15_24",39
"2218","230440005070544","F_25_44",56
"2219","230440005070544","F_45_64",61
"2220","230440005070544","F_64more",34
"2221","230440005070545","M_14less",117
"2222","230440005070545","M_15_24",90
"2223","230440005070545","M_25_44",198
"2224","230440005070545","M_45_64",114
"2225","230440005070545","M_64more",34
"2226","230440005070545","F_14less",108
"2227","230440005070545","F_15_24",117
"2228","230440005070545","F_25_44",208
"2229","230440005070545","F_45_64",148
"2230","230440005070545","F_64more",64
"2231","230440005070546","M_14less",90
"2232","230440005070546","M_15_24",78
"2233","230440005070546","M_25_44",133
"2234","230440005070546","M_45_64",65
"2235","230440005070546","M_64more",30
"2236","230440005070546","F_14less",108
"2237","230440005070546","F_15_24",76
"2238","230440005070546","F_25_44",146
"2239","230440005070546","F_45_64",81
"2240","230440005070546","F_64more",38
"2241","230440005070547","M_14less",96
"2242","230440005070547","M_15_24",103
"2243","230440005070547","M_25_44",154
"2244","230440005070547","M_45_64",101
"2245","230440005070547","M_64more",32
"2246","230440005070547","F_14less",129
"2247","230440005070547","F_15_24",105
"2248","230440005070547","F_25_44",187
"2249","230440005070547","F_45_64",144
"2250","230440005070547","F_64more",73
"2251","230440005070548","M_14less",113
"2252","230440005070548","M_15_24",77
"2253","230440005070548","M_25_44",154
"2254","230440005070548","M_45_64",103
"2255","230440005070548","M_64more",36
"2256","230440005070548","F_14less",103
"2257","230440005070548","F_15_24",104
"2258","230440005070548","F_25_44",194
"2259","230440005070548","F_45_64",137
"2260","230440005070548","F_64more",69
"2261","230440005070549","M_14less",51
"2262","230440005070549","M_15_24",35
"2263","230440005070549","M_25_44",70
"2264","230440005070549","M_45_64",52
"2265","230440005070549","M_64more",12
"2266","230440005070549","F_14less",57
"2267","230440005070549","F_15_24",44
"2268","230440005070549","F_25_44",80
"2269","230440005070549","F_45_64",68
"2270","230440005070549","F_64more",36
"2271","230440005070550","M_14less",79
"2272","230440005070550","M_15_24",65
"2273","230440005070550","M_25_44",118
"2274","230440005070550","M_45_64",84
"2275","230440005070550","M_64more",24
"2276","230440005070550","F_14less",63
"2277","230440005070550","F_15_24",76
"2278","230440005070550","F_25_44",158
"2279","230440005070550","F_45_64",106
"2280","230440005070550","F_64more",43
"2281","230440005070551","M_14less",128
"2282","230440005070551","M_15_24",105
"2283","230440005070551","M_25_44",157
"2284","230440005070551","M_45_64",75
"2285","230440005070551","M_64more",22
"2286","230440005070551","F_14less",133
"2287","230440005070551","F_15_24",111
"2288","230440005070551","F_25_44",188
"2289","230440005070551","F_45_64",109
"2290","230440005070551","F_64more",44
"2291","230440005070552","M_14less",78
"2292","230440005070552","M_15_24",58
"2293","230440005070552","M_25_44",84
"2294","230440005070552","M_45_64",50
"2295","230440005070552","M_64more",20
"2296","230440005070552","F_14less",73
"2297","230440005070552","F_15_24",70
"2298","230440005070552","F_25_44",88
"2299","230440005070552","F_45_64",76
"2300","230440005070552","F_64more",26
"2301","230440005070553","M_14less",87
"2302","230440005070553","M_15_24",85
"2303","230440005070553","M_25_44",122
"2304","230440005070553","M_45_64",62
"2305","230440005070553","M_64more",15
"2306","230440005070553","F_14less",80
"2307","230440005070553","F_15_24",87
"2308","230440005070553","F_25_44",101
"2309","230440005070553","F_45_64",96
"2310","230440005070553","F_64more",36
"2311","230440005070554","M_14less",75
"2312","230440005070554","M_15_24",53
"2313","230440005070554","M_25_44",79
"2314","230440005070554","M_45_64",50
"2315","230440005070554","M_64more",16
"2316","230440005070554","F_14less",62
"2317","230440005070554","F_15_24",64
"2318","230440005070554","F_25_44",79
"2319","230440005070554","F_45_64",53
"2320","230440005070554","F_64more",27
"2321","230440005070555","M_14less",72
"2322","230440005070555","M_15_24",69
"2323","230440005070555","M_25_44",84
"2324","230440005070555","M_45_64",40
"2325","230440005070555","M_64more",17
"2326","230440005070555","F_14less",88
"2327","230440005070555","F_15_24",53
"2328","230440005070555","F_25_44",94
"2329","230440005070555","F_45_64",65
"2330","230440005070555","F_64more",30
"2331","230440005070556","M_14less",50
"2332","230440005070556","M_15_24",59
"2333","230440005070556","M_25_44",73
"2334","230440005070556","M_45_64",78
"2335","230440005070556","M_64more",30
"2336","230440005070556","F_14less",52
"2337","230440005070556","F_15_24",58
"2338","230440005070556","F_25_44",102
"2339","230440005070556","F_45_64",118
"2340","230440005070556","F_64more",63
"2341","230440005070557","M_14less",75
"2342","230440005070557","M_15_24",63
"2343","230440005070557","M_25_44",132
"2344","230440005070557","M_45_64",68
"2345","230440005070557","M_64more",28
"2346","230440005070557","F_14less",62
"2347","230440005070557","F_15_24",65
"2348","230440005070557","F_25_44",152
"2349","230440005070557","F_45_64",100
"2350","230440005070557","F_64more",44
"2351","230440005070558","M_14less",92
"2352","230440005070558","M_15_24",66
"2353","230440005070558","M_25_44",137
"2354","230440005070558","M_45_64",78
"2355","230440005070558","M_64more",35
"2356","230440005070558","F_14less",76
"2357","230440005070558","F_15_24",76
"2358","230440005070558","F_25_44",164
"2359","230440005070558","F_45_64",103
"2360","230440005070558","F_64more",46
"2361","230440005070559","M_14less",82
"2362","230440005070559","M_15_24",82
"2363","230440005070559","M_25_44",141
"2364","230440005070559","M_45_64",64
"2365","230440005070559","M_64more",18
"2366","230440005070559","F_14less",117
"2367","230440005070559","F_15_24",75
"2368","230440005070559","F_25_44",151
"2369","230440005070559","F_45_64",82
"2370","230440005070559","F_64more",38
"2371","230440005070560","M_14less",125
"2372","230440005070560","M_15_24",106
"2373","230440005070560","M_25_44",149
"2374","230440005070560","M_45_64",71
"2375","230440005070560","M_64more",33
"2376","230440005070560","F_14less",124
"2377","230440005070560","F_15_24",97
"2378","230440005070560","F_25_44",166
"2379","230440005070560","F_45_64",101
"2380","230440005070560","F_64more",65
"2381","230440005070561","M_14less",99
"2382","230440005070561","M_15_24",77
"2383","230440005070561","M_25_44",121
"2384","230440005070561","M_45_64",80
"2385","230440005070561","M_64more",31
"2386","230440005070561","F_14less",93
"2387","230440005070561","F_15_24",70
"2388","230440005070561","F_25_44",150
"2389","230440005070561","F_45_64",85
"2390","230440005070561","F_64more",46
"2391","230440005070562","M_14less",118
"2392","230440005070562","M_15_24",86
"2393","230440005070562","M_25_44",155
"2394","230440005070562","M_45_64",90
"2395","230440005070562","M_64more",24
"2396","230440005070562","F_14less",108
"2397","230440005070562","F_15_24",106
"2398","230440005070562","F_25_44",192
"2399","230440005070562","F_45_64",110
"2400","230440005070562","F_64more",42
"2401","230440005070563","M_14less",57
"2402","230440005070563","M_15_24",58
"2403","230440005070563","M_25_44",98
"2404","230440005070563","M_45_64",68
"2405","230440005070563","M_64more",23
"2406","230440005070563","F_14less",69
"2407","230440005070563","F_15_24",57
"2408","230440005070563","F_25_44",110
"2409","230440005070563","F_45_64",100
"2410","230440005070563","F_64more",46
"2411","230440005070564","M_14less",89
"2412","230440005070564","M_15_24",56
"2413","230440005070564","M_25_44",137
"2414","230440005070564","M_45_64",59
"2415","230440005070564","M_64more",19
"2416","230440005070564","F_14less",71
"2417","230440005070564","F_15_24",62
"2418","230440005070564","F_25_44",155
"2419","230440005070564","F_45_64",84
"2420","230440005070564","F_64more",41
"2421","230440005070565","M_14less",29
"2422","230440005070565","M_15_24",27
"2423","230440005070565","M_25_44",58
"2424","230440005070565","M_45_64",23
"2425","230440005070565","M_64more",12
"2426","230440005070565","F_14less",40
"2427","230440005070565","F_15_24",32
"2428","230440005070565","F_25_44",75
"2429","230440005070565","F_45_64",34
"2430","230440005070565","F_64more",18
"2431","230440005070566","M_14less",96
"2432","230440005070566","M_15_24",91
"2433","230440005070566","M_25_44",119
"2434","230440005070566","M_45_64",95
"2435","230440005070566","M_64more",33
"2436","230440005070566","F_14less",83
"2437","230440005070566","F_15_24",91
"2438","230440005070566","F_25_44",141
"2439","230440005070566","F_45_64",124
"2440","230440005070566","F_64more",64
"2441","230440005070567","M_14less",65
"2442","230440005070567","M_15_24",64
"2443","230440005070567","M_25_44",98
"2444","230440005070567","M_45_64",55
"2445","230440005070567","M_64more",16
"2446","230440005070567","F_14less",65
"2447","230440005070567","F_15_24",61
"2448","230440005070567","F_25_44",107
"2449","230440005070567","F_45_64",75
"2450","230440005070567","F_64more",34
"2451","230440005070568","M_14less",80
"2452","230440005070568","M_15_24",77
"2453","230440005070568","M_25_44",121
"2454","230440005070568","M_45_64",88
"2455","230440005070568","M_64more",29
"2456","230440005070568","F_14less",88
"2457","230440005070568","F_15_24",91
"2458","230440005070568","F_25_44",165
"2459","230440005070568","F_45_64",109
"2460","230440005070568","F_64more",51
"2461","230440005070569","M_14less",81
"2462","230440005070569","M_15_24",64
"2463","230440005070569","M_25_44",113
"2464","230440005070569","M_45_64",66
"2465","230440005070569","M_64more",23
"2466","230440005070569","F_14less",77
"2467","230440005070569","F_15_24",92
"2468","230440005070569","F_25_44",149
"2469","230440005070569","F_45_64",98
"2470","230440005070569","F_64more",49
"2471","230440005070570","M_14less",139
"2472","230440005070570","M_15_24",87
"2473","230440005070570","M_25_44",145
"2474","230440005070570","M_45_64",97
"2475","230440005070570","M_64more",31
"2476","230440005070570","F_14less",138
"2477","230440005070570","F_15_24",91
"2478","230440005070570","F_25_44",171
"2479","230440005070570","F_45_64",109
"2480","230440005070570","F_64more",43
"2481","230440005070571","M_14less",21
"2482","230440005070571","M_15_24",11
"2483","230440005070571","M_25_44",38
"2484","230440005070571","M_45_64",25
"2485","230440005070571","M_64more",14
"2486","230440005070571","F_14less",19
"2487","230440005070571","F_15_24",25
"2488","230440005070571","F_25_44",38
"2489","230440005070571","F_45_64",36
"2490","230440005070571","F_64more",18
"2491","230440005070572","M_14less",115
"2492","230440005070572","M_15_24",76
"2493","230440005070572","M_25_44",159
"2494","230440005070572","M_45_64",101
"2495","230440005070572","M_64more",41
"2496","230440005070572","F_14less",99
"2497","230440005070572","F_15_24",84
"2498","230440005070572","F_25_44",190
"2499","230440005070572","F_45_64",114
"2500","230440005070572","F_64more",64
"2501","230440005070573","M_14less",98
"2502","230440005070573","M_15_24",69
"2503","230440005070573","M_25_44",133
"2504","230440005070573","M_45_64",96
"2505","230440005070573","M_64more",27
"2506","230440005070573","F_14less",80
"2507","230440005070573","F_15_24",69
"2508","230440005070573","F_25_44",161
"2509","230440005070573","F_45_64",120
"2510","230440005070573","F_64more",50
"2511","230440005070574","M_14less",60
"2512","230440005070574","M_15_24",68
"2513","230440005070574","M_25_44",106
"2514","230440005070574","M_45_64",67
"2515","230440005070574","M_64more",36
"2516","230440005070574","F_14less",70
"2517","230440005070574","F_15_24",72
"2518","230440005070574","F_25_44",126
"2519","230440005070574","F_45_64",107
"2520","230440005070574","F_64more",46
"2521","230440005070575","M_14less",94
"2522","230440005070575","M_15_24",92
"2523","230440005070575","M_25_44",146
"2524","230440005070575","M_45_64",83
"2525","230440005070575","M_64more",27
"2526","230440005070575","F_14less",100
"2527","230440005070575","F_15_24",103
"2528","230440005070575","F_25_44",159
"2529","230440005070575","F_45_64",119
"2530","230440005070575","F_64more",60
"2531","230440005070576","M_14less",110
"2532","230440005070576","M_15_24",94
"2533","230440005070576","M_25_44",150
"2534","230440005070576","M_45_64",83
"2535","230440005070576","M_64more",31
"2536","230440005070576","F_14less",105
"2537","230440005070576","F_15_24",92
"2538","230440005070576","F_25_44",178
"2539","230440005070576","F_45_64",120
"2540","230440005070576","F_64more",58
"2541","230440005070577","M_14less",98
"2542","230440005070577","M_15_24",76
"2543","230440005070577","M_25_44",107
"2544","230440005070577","M_45_64",88
"2545","230440005070577","M_64more",36
"2546","230440005070577","F_14less",77
"2547","230440005070577","F_15_24",70
"2548","230440005070577","F_25_44",149
"2549","230440005070577","F_45_64",117
"2550","230440005070577","F_64more",57
"2551","230440005070578","M_14less",86
"2552","230440005070578","M_15_24",77
"2553","230440005070578","M_25_44",115
"2554","230440005070578","M_45_64",51
"2555","230440005070578","M_64more",26
"2556","230440005070578","F_14less",76
"2557","230440005070578","F_15_24",60
"2558","230440005070578","F_25_44",135
"2559","230440005070578","F_45_64",71
"2560","230440005070578","F_64more",40
"2561","230440005070579","M_14less",150
"2562","230440005070579","M_15_24",119
"2563","230440005070579","M_25_44",209
"2564","230440005070579","M_45_64",99
"2565","230440005070579","M_64more",19
"2566","230440005070579","F_14less",141
"2567","230440005070579","F_15_24",103
"2568","230440005070579","F_25_44",240
"2569","230440005070579","F_45_64",124
"2570","230440005070579","F_64more",30
"2571","230440005070580","M_14less",91
"2572","230440005070580","M_15_24",65
"2573","230440005070580","M_25_44",55
"2574","230440005070580","M_45_64",37
"2575","230440005070580","M_64more",10
"2576","230440005070580","F_14less",79
"2577","230440005070580","F_15_24",69
"2578","230440005070580","F_25_44",88
"2579","230440005070580","F_45_64",41
"2580","230440005070580","F_64more",14
"2581","230440005070581","M_14less",52
"2582","230440005070581","M_15_24",29
"2583","230440005070581","M_25_44",80
"2584","230440005070581","M_45_64",28
"2585","230440005070581","M_64more",16
"2586","230440005070581","F_14less",29
"2587","230440005070581","F_15_24",32
"2588","230440005070581","F_25_44",78
"2589","230440005070581","F_45_64",48
"2590","230440005070581","F_64more",29
"2591","230440005070582","M_14less",103
"2592","230440005070582","M_15_24",108
"2593","230440005070582","M_25_44",177
"2594","230440005070582","M_45_64",91
"2595","230440005070582","M_64more",26
"2596","230440005070582","F_14less",123
"2597","230440005070582","F_15_24",96
"2598","230440005070582","F_25_44",204
"2599","230440005070582","F_45_64",112
"2600","230440005070582","F_64more",61
"2601","230440005070583","M_14less",99
"2602","230440005070583","M_15_24",81
"2603","230440005070583","M_25_44",142
"2604","230440005070583","M_45_64",55
"2605","230440005070583","M_64more",20
"2606","230440005070583","F_14less",109
"2607","230440005070583","F_15_24",74
"2608","230440005070583","F_25_44",151
"2609","230440005070583","F_45_64",90
"2610","230440005070583","F_64more",35
"2611","230440005070584","M_14less",79
"2612","230440005070584","M_15_24",75
"2613","230440005070584","M_25_44",114
"2614","230440005070584","M_45_64",50
"2615","230440005070584","M_64more",18
"2616","230440005070584","F_14less",64
"2617","230440005070584","F_15_24",76
"2618","230440005070584","F_25_44",105
"2619","230440005070584","F_45_64",74
"2620","230440005070584","F_64more",36
"2621","230440005070585","M_14less",65
"2622","230440005070585","M_15_24",60
"2623","230440005070585","M_25_44",102
"2624","230440005070585","M_45_64",57
"2625","230440005070585","M_64more",20
"2626","230440005070585","F_14less",63
"2627","230440005070585","F_15_24",68
"2628","230440005070585","F_25_44",113
"2629","230440005070585","F_45_64",61
"2630","230440005070585","F_64more",36
"2631","230440005070586","M_14less",174
"2632","230440005070586","M_15_24",78
"2633","230440005070586","M_25_44",192
"2634","230440005070586","M_45_64",87
"2635","230440005070586","M_64more",31
"2636","230440005070586","F_14less",170
"2637","230440005070586","F_15_24",100
"2638","230440005070586","F_25_44",196
"2639","230440005070586","F_45_64",96
"2640","230440005070586","F_64more",50
"2641","230440005070587","M_14less",135
"2642","230440005070587","M_15_24",106
"2643","230440005070587","M_25_44",143
"2644","230440005070587","M_45_64",64
"2645","230440005070587","M_64more",17
"2646","230440005070587","F_14less",133
"2647","230440005070587","F_15_24",89
"2648","230440005070587","F_25_44",157
"2649","230440005070587","F_45_64",80
"2650","230440005070587","F_64more",39
"2651","230440005070588","M_14less",21
"2652","230440005070588","M_15_24",12
"2653","230440005070588","M_25_44",20
"2654","230440005070588","M_45_64",16
"2655","230440005070588","M_64more",1
"2656","230440005070588","F_14less",13
"2657","230440005070588","F_15_24",20
"2658","230440005070588","F_25_44",21
"2659","230440005070588","F_45_64",14
"2660","230440005070588","F_64more",2
