"","Cod_setor","age_sex_group","population"
"13203","230440060060206","M_25_44",129
"13204","230440060060206","M_45_64",69
"13205","230440060060206","M_64more",25
"13206","230440060060206","F_14less",81
"13207","230440060060206","F_15_24",88
"13208","230440060060206","F_25_44",169
"13209","230440060060206","F_45_64",90
"13210","230440060060206","F_64more",38
"13211","230440060060207","M_14less",78
"13212","230440060060207","M_15_24",95
"13213","230440060060207","M_25_44",154
"13214","230440060060207","M_45_64",63
"13215","230440060060207","M_64more",12
"13216","230440060060207","F_14less",81
"13217","230440060060207","F_15_24",97
"13218","230440060060207","F_25_44",176
"13219","230440060060207","F_45_64",55
"13220","230440060060207","F_64more",19
"13221","230440060060208","M_14less",79
"13222","230440060060208","M_15_24",61
"13223","230440060060208","M_25_44",117
"13224","230440060060208","M_45_64",69
"13225","230440060060208","M_64more",11
"13226","230440060060208","F_14less",79
"13227","230440060060208","F_15_24",84
"13228","230440060060208","F_25_44",139
"13229","230440060060208","F_45_64",71
"13230","230440060060208","F_64more",19
"13231","230440060060209","M_14less",89
"13232","230440060060209","M_15_24",69
"13233","230440060060209","M_25_44",104
"13234","230440060060209","M_45_64",52
"13235","230440060060209","M_64more",10
"13236","230440060060209","F_14less",91
"13237","230440060060209","F_15_24",83
"13238","230440060060209","F_25_44",122
"13239","230440060060209","F_45_64",64
"13240","230440060060209","F_64more",19
"13241","230440060060210","M_14less",61
"13242","230440060060210","M_15_24",81
"13243","230440060060210","M_25_44",100
"13244","230440060060210","M_45_64",60
"13245","230440060060210","M_64more",19
"13246","230440060060210","F_14less",88
"13247","230440060060210","F_15_24",82
"13248","230440060060210","F_25_44",117
"13249","230440060060210","F_45_64",78
"13250","230440060060210","F_64more",25
"13251","230440060060211","M_14less",59
"13252","230440060060211","M_15_24",56
"13253","230440060060211","M_25_44",82
"13254","230440060060211","M_45_64",38
"13255","230440060060211","M_64more",7
"13256","230440060060211","F_14less",69
"13257","230440060060211","F_15_24",48
"13258","230440060060211","F_25_44",79
"13259","230440060060211","F_45_64",37
"13260","230440060060211","F_64more",20
"13261","230440060060212","M_14less",96
"13262","230440060060212","M_15_24",108
"13263","230440060060212","M_25_44",143
"13264","230440060060212","M_45_64",109
"13265","230440060060212","M_64more",21
"13266","230440060060212","F_14less",107
"13267","230440060060212","F_15_24",104
"13268","230440060060212","F_25_44",184
"13269","230440060060212","F_45_64",117
"13270","230440060060212","F_64more",27
"13271","230440060060213","M_14less",127
"13272","230440060060213","M_15_24",85
"13273","230440060060213","M_25_44",135
"13274","230440060060213","M_45_64",48
"13275","230440060060213","M_64more",12
"13276","230440060060213","F_14less",123
"13277","230440060060213","F_15_24",89
"13278","230440060060213","F_25_44",160
"13279","230440060060213","F_45_64",72
"13280","230440060060213","F_64more",18
"13281","230440060060214","M_14less",109
"13282","230440060060214","M_15_24",74
"13283","230440060060214","M_25_44",147
"13284","230440060060214","M_45_64",43
"13285","230440060060214","M_64more",16
"13286","230440060060214","F_14less",94
"13287","230440060060214","F_15_24",105
"13288","230440060060214","F_25_44",170
"13289","230440060060214","F_45_64",56
"13290","230440060060214","F_64more",24
"13291","230440060060215","M_14less",157
"13292","230440060060215","M_15_24",115
"13293","230440060060215","M_25_44",198
"13294","230440060060215","M_45_64",79
"13295","230440060060215","M_64more",23
"13296","230440060060215","F_14less",127
"13297","230440060060215","F_15_24",127
"13298","230440060060215","F_25_44",200
"13299","230440060060215","F_45_64",104
"13300","230440060060215","F_64more",48
"13301","230440060060216","M_14less",91
"13302","230440060060216","M_15_24",71
"13303","230440060060216","M_25_44",105
"13304","230440060060216","M_45_64",44
"13305","230440060060216","M_64more",12
"13306","230440060060216","F_14less",108
"13307","230440060060216","F_15_24",91
"13308","230440060060216","F_25_44",123
"13309","230440060060216","F_45_64",59
"13310","230440060060216","F_64more",18
"13311","230440060060217","M_14less",101
"13312","230440060060217","M_15_24",91
"13313","230440060060217","M_25_44",128
"13314","230440060060217","M_45_64",56
"13315","230440060060217","M_64more",17
"13316","230440060060217","F_14less",89
"13317","230440060060217","F_15_24",110
"13318","230440060060217","F_25_44",142
"13319","230440060060217","F_45_64",77
"13320","230440060060217","F_64more",31
"13321","230440060060218","M_14less",97
"13322","230440060060218","M_15_24",60
"13323","230440060060218","M_25_44",142
"13324","230440060060218","M_45_64",55
"13325","230440060060218","M_64more",18
"13326","230440060060218","F_14less",104
"13327","230440060060218","F_15_24",82
"13328","230440060060218","F_25_44",136
"13329","230440060060218","F_45_64",80
"13330","230440060060218","F_64more",34
"13331","230440060060219","M_14less",166
"13332","230440060060219","M_15_24",108
"13333","230440060060219","M_25_44",171
"13334","230440060060219","M_45_64",82
"13335","230440060060219","M_64more",8
"13336","230440060060219","F_14less",178
"13337","230440060060219","F_15_24",115
"13338","230440060060219","F_25_44",199
"13339","230440060060219","F_45_64",84
"13340","230440060060219","F_64more",27
"13341","230440060060220","M_14less",65
"13342","230440060060220","M_15_24",58
"13343","230440060060220","M_25_44",88
"13344","230440060060220","M_45_64",61
"13345","230440060060220","M_64more",7
"13346","230440060060220","F_14less",66
"13347","230440060060220","F_15_24",55
"13348","230440060060220","F_25_44",130
"13349","230440060060220","F_45_64",85
"13350","230440060060220","F_64more",4
"13351","230440060060221","M_14less",96
"13352","230440060060221","M_15_24",90
"13353","230440060060221","M_25_44",144
"13354","230440060060221","M_45_64",91
"13355","230440060060221","M_64more",33
"13356","230440060060221","F_14less",90
"13357","230440060060221","F_15_24",90
"13358","230440060060221","F_25_44",150
"13359","230440060060221","F_45_64",129
"13360","230440060060221","F_64more",57
"13361","230440060060222","M_14less",91
"13362","230440060060222","M_15_24",72
"13363","230440060060222","M_25_44",136
"13364","230440060060222","M_45_64",58
"13365","230440060060222","M_64more",27
"13366","230440060060222","F_14less",56
"13367","230440060060222","F_15_24",70
"13368","230440060060222","F_25_44",150
"13369","230440060060222","F_45_64",72
"13370","230440060060222","F_64more",60
"13371","230440060060223","M_14less",73
"13372","230440060060223","M_15_24",73
"13373","230440060060223","M_25_44",90
"13374","230440060060223","M_45_64",58
"13375","230440060060223","M_64more",19
"13376","230440060060223","F_14less",77
"13377","230440060060223","F_15_24",64
"13378","230440060060223","F_25_44",122
"13379","230440060060223","F_45_64",73
"13380","230440060060223","F_64more",35
"13381","230440060060224","M_14less",64
"13382","230440060060224","M_15_24",50
"13383","230440060060224","M_25_44",91
"13384","230440060060224","M_45_64",49
"13385","230440060060224","M_64more",15
"13386","230440060060224","F_14less",53
"13387","230440060060224","F_15_24",51
"13388","230440060060224","F_25_44",108
"13389","230440060060224","F_45_64",67
"13390","230440060060224","F_64more",35
"13391","230440060060225","M_14less",60
"13392","230440060060225","M_15_24",52
"13393","230440060060225","M_25_44",114
"13394","230440060060225","M_45_64",65
"13395","230440060060225","M_64more",22
"13396","230440060060225","F_14less",66
"13397","230440060060225","F_15_24",55
"13398","230440060060225","F_25_44",123
"13399","230440060060225","F_45_64",82
"13400","230440060060225","F_64more",39
"13401","230440060060226","M_14less",81
"13402","230440060060226","M_15_24",56
"13403","230440060060226","M_25_44",112
"13404","230440060060226","M_45_64",58
"13405","230440060060226","M_64more",16
"13406","230440060060226","F_14less",53
"13407","230440060060226","F_15_24",50
"13408","230440060060226","F_25_44",105
"13409","230440060060226","F_45_64",69
"13410","230440060060226","F_64more",25
"13411","230440060060227","M_14less",85
"13412","230440060060227","M_15_24",49
"13413","230440060060227","M_25_44",124
"13414","230440060060227","M_45_64",63
"13415","230440060060227","M_64more",23
"13416","230440060060227","F_14less",76
"13417","230440060060227","F_15_24",72
"13418","230440060060227","F_25_44",157
"13419","230440060060227","F_45_64",73
"13420","230440060060227","F_64more",37
"13421","230440060060228","M_14less",67
"13422","230440060060228","M_15_24",48
"13423","230440060060228","M_25_44",93
"13424","230440060060228","M_45_64",40
"13425","230440060060228","M_64more",14
"13426","230440060060228","F_14less",60
"13427","230440060060228","F_15_24",52
"13428","230440060060228","F_25_44",111
"13429","230440060060228","F_45_64",58
"13430","230440060060228","F_64more",28
"13431","230440060060229","M_14less",102
"13432","230440060060229","M_15_24",62
"13433","230440060060229","M_25_44",107
"13434","230440060060229","M_45_64",53
"13435","230440060060229","M_64more",15
"13436","230440060060229","F_14less",67
"13437","230440060060229","F_15_24",63
"13438","230440060060229","F_25_44",130
"13439","230440060060229","F_45_64",75
"13440","230440060060229","F_64more",22
"13441","230440060060230","M_14less",75
"13442","230440060060230","M_15_24",52
"13443","230440060060230","M_25_44",99
"13444","230440060060230","M_45_64",47
"13445","230440060060230","M_64more",7
"13446","230440060060230","F_14less",73
"13447","230440060060230","F_15_24",71
"13448","230440060060230","F_25_44",104
"13449","230440060060230","F_45_64",68
"13450","230440060060230","F_64more",23
"13451","230440060060231","M_14less",66
"13452","230440060060231","M_15_24",70
"13453","230440060060231","M_25_44",109
"13454","230440060060231","M_45_64",53
"13455","230440060060231","M_64more",22
"13456","230440060060231","F_14less",63
"13457","230440060060231","F_15_24",57
"13458","230440060060231","F_25_44",149
"13459","230440060060231","F_45_64",74
"13460","230440060060231","F_64more",42
"13461","230440060060232","M_14less",171
"13462","230440060060232","M_15_24",146
"13463","230440060060232","M_25_44",209
"13464","230440060060232","M_45_64",102
"13465","230440060060232","M_64more",25
"13466","230440060060232","F_14less",187
"13467","230440060060232","F_15_24",133
"13468","230440060060232","F_25_44",197
"13469","230440060060232","F_45_64",108
"13470","230440060060232","F_64more",43
"13471","230440060060233","M_14less",104
"13472","230440060060233","M_15_24",60
"13473","230440060060233","M_25_44",96
"13474","230440060060233","M_45_64",36
"13475","230440060060233","M_64more",10
"13476","230440060060233","F_14less",71
"13477","230440060060233","F_15_24",51
"13478","230440060060233","F_25_44",93
"13479","230440060060233","F_45_64",37
"13480","230440060060233","F_64more",18
"13481","230440060060234","M_14less",129
"13482","230440060060234","M_15_24",112
"13483","230440060060234","M_25_44",154
"13484","230440060060234","M_45_64",83
"13485","230440060060234","M_64more",12
"13486","230440060060234","F_14less",93
"13487","230440060060234","F_15_24",109
"13488","230440060060234","F_25_44",165
"13489","230440060060234","F_45_64",94
"13490","230440060060234","F_64more",22
"13491","230440060060254","M_14less",67
"13492","230440060060254","M_15_24",82
"13493","230440060060254","M_25_44",142
"13494","230440060060254","M_45_64",48
"13495","230440060060254","M_64more",14
"13496","230440060060254","F_14less",67
"13497","230440060060254","F_15_24",91
"13498","230440060060254","F_25_44",150
"13499","230440060060254","F_45_64",50
"13500","230440060060254","F_64more",18
"13501","230440060060255","M_14less",32
"13502","230440060060255","M_15_24",32
"13503","230440060060255","M_25_44",47
"13504","230440060060255","M_45_64",51
"13505","230440060060255","M_64more",20
"13506","230440060060255","F_14less",31
"13507","230440060060255","F_15_24",62
"13508","230440060060255","F_25_44",76
"13509","230440060060255","F_45_64",67
"13510","230440060060255","F_64more",25
"13511","230440060100153","M_14less",94
"13512","230440060100153","M_15_24",102
"13513","230440060100153","M_25_44",116
"13514","230440060100153","M_45_64",48
"13515","230440060100153","M_64more",11
"13516","230440060100153","F_14less",94
"13517","230440060100153","F_15_24",74
"13518","230440060100153","F_25_44",138
"13519","230440060100153","F_45_64",57
"13520","230440060100153","F_64more",15
"13521","230440060100154","M_14less",135
"13522","230440060100154","M_15_24",124
"13523","230440060100154","M_25_44",175
"13524","230440060100154","M_45_64",87
"13525","230440060100154","M_64more",15
"13526","230440060100154","F_14less",121
"13527","230440060100154","F_15_24",132
"13528","230440060100154","F_25_44",189
"13529","230440060100154","F_45_64",96
"13530","230440060100154","F_64more",24
"13531","230440060100155","M_14less",100
"13532","230440060100155","M_15_24",87
"13533","230440060100155","M_25_44",137
"13534","230440060100155","M_45_64",71
"13535","230440060100155","M_64more",8
"13536","230440060100155","F_14less",107
"13537","230440060100155","F_15_24",91
"13538","230440060100155","F_25_44",141
"13539","230440060100155","F_45_64",92
"13540","230440060100155","F_64more",14
"13541","230440060100156","M_14less",125
"13542","230440060100156","M_15_24",126
"13543","230440060100156","M_25_44",168
"13544","230440060100156","M_45_64",73
"13545","230440060100156","M_64more",16
"13546","230440060100156","F_14less",128
"13547","230440060100156","F_15_24",114
"13548","230440060100156","F_25_44",194
"13549","230440060100156","F_45_64",112
"13550","230440060100156","F_64more",25
"13551","230440060100157","M_14less",84
"13552","230440060100157","M_15_24",70
"13553","230440060100157","M_25_44",98
"13554","230440060100157","M_45_64",48
"13555","230440060100157","M_64more",5
"13556","230440060100157","F_14less",74
"13557","230440060100157","F_15_24",75
"13558","230440060100157","F_25_44",92
"13559","230440060100157","F_45_64",61
"13560","230440060100157","F_64more",12
"13561","230440060100158","M_14less",173
"13562","230440060100158","M_15_24",115
"13563","230440060100158","M_25_44",162
"13564","230440060100158","M_45_64",67
"13565","230440060100158","M_64more",12
"13566","230440060100158","F_14less",131
"13567","230440060100158","F_15_24",126
"13568","230440060100158","F_25_44",173
"13569","230440060100158","F_45_64",86
"13570","230440060100158","F_64more",17
"13571","230440060100159","M_14less",152
"13572","230440060100159","M_15_24",95
"13573","230440060100159","M_25_44",145
"13574","230440060100159","M_45_64",47
"13575","230440060100159","M_64more",3
"13576","230440060100159","F_14less",157
"13577","230440060100159","F_15_24",120
"13578","230440060100159","F_25_44",150
"13579","230440060100159","F_45_64",54
"13580","230440060100159","F_64more",9
"13581","230440060100160","M_14less",95
"13582","230440060100160","M_15_24",86
"13583","230440060100160","M_25_44",90
"13584","230440060100160","M_45_64",45
"13585","230440060100160","M_64more",9
"13586","230440060100160","F_14less",81
"13587","230440060100160","F_15_24",84
"13588","230440060100160","F_25_44",100
"13589","230440060100160","F_45_64",50
"13590","230440060100160","F_64more",12
"13591","230440060100161","M_14less",92
"13592","230440060100161","M_15_24",80
"13593","230440060100161","M_25_44",89
"13594","230440060100161","M_45_64",34
"13595","230440060100161","M_64more",7
"13596","230440060100161","F_14less",90
"13597","230440060100161","F_15_24",64
"13598","230440060100161","F_25_44",92
"13599","230440060100161","F_45_64",43
"13600","230440060100161","F_64more",8
"13601","230440060100162","M_14less",79
"13602","230440060100162","M_15_24",71
"13603","230440060100162","M_25_44",118
"13604","230440060100162","M_45_64",56
"13605","230440060100162","M_64more",11
"13606","230440060100162","F_14less",107
"13607","230440060100162","F_15_24",99
"13608","230440060100162","F_25_44",127
"13609","230440060100162","F_45_64",64
"13610","230440060100162","F_64more",11
"13611","230440060100163","M_14less",102
"13612","230440060100163","M_15_24",77
"13613","230440060100163","M_25_44",137
"13614","230440060100163","M_45_64",57
"13615","230440060100163","M_64more",13
"13616","230440060100163","F_14less",98
"13617","230440060100163","F_15_24",105
"13618","230440060100163","F_25_44",125
"13619","230440060100163","F_45_64",75
"13620","230440060100163","F_64more",21
"13621","230440060100164","M_14less",150
"13622","230440060100164","M_15_24",128
"13623","230440060100164","M_25_44",162
"13624","230440060100164","M_45_64",91
"13625","230440060100164","M_64more",26
"13626","230440060100164","F_14less",166
"13627","230440060100164","F_15_24",132
"13628","230440060100164","F_25_44",180
"13629","230440060100164","F_45_64",78
"13630","230440060100164","F_64more",39
"13631","230440060100165","M_14less",170
"13632","230440060100165","M_15_24",125
"13633","230440060100165","M_25_44",166
"13634","230440060100165","M_45_64",87
"13635","230440060100165","M_64more",27
"13636","230440060100165","F_14less",150
"13637","230440060100165","F_15_24",127
"13638","230440060100165","F_25_44",166
"13639","230440060100165","F_45_64",99
"13640","230440060100165","F_64more",33
"13641","230440060100166","M_14less",42
"13642","230440060100166","M_15_24",38
"13643","230440060100166","M_25_44",51
"13644","230440060100166","M_45_64",25
"13645","230440060100166","M_64more",8
"13646","230440060100166","F_14less",35
"13647","230440060100166","F_15_24",36
"13648","230440060100166","F_25_44",44
"13649","230440060100166","F_45_64",28
"13650","230440060100166","F_64more",8
"13651","230440060100167","M_14less",46
"13652","230440060100167","M_15_24",45
"13653","230440060100167","M_25_44",59
"13654","230440060100167","M_45_64",27
"13655","230440060100167","M_64more",6
"13656","230440060100167","F_14less",52
"13657","230440060100167","F_15_24",45
"13658","230440060100167","F_25_44",43
"13659","230440060100167","F_45_64",30
"13660","230440060100167","F_64more",6
"13661","230440060100168","M_14less",63
"13662","230440060100168","M_15_24",54
"13663","230440060100168","M_25_44",79
"13664","230440060100168","M_45_64",26
"13665","230440060100168","M_64more",2
"13666","230440060100168","F_14less",77
"13667","230440060100168","F_15_24",56
"13668","230440060100168","F_25_44",79
"13669","230440060100168","F_45_64",24
"13670","230440060100168","F_64more",7
"13671","230440060100169","M_14less",113
"13672","230440060100169","M_15_24",86
"13673","230440060100169","M_25_44",100
"13674","230440060100169","M_45_64",52
"13675","230440060100169","M_64more",11
"13676","230440060100169","F_14less",99
"13677","230440060100169","F_15_24",78
"13678","230440060100169","F_25_44",122
"13679","230440060100169","F_45_64",54
"13680","230440060100169","F_64more",12
"13681","230440060100170","M_14less",67
"13682","230440060100170","M_15_24",50
"13683","230440060100170","M_25_44",88
"13684","230440060100170","M_45_64",27
"13685","230440060100170","M_64more",8
"13686","230440060100170","F_14less",64
"13687","230440060100170","F_15_24",46
"13688","230440060100170","F_25_44",88
"13689","230440060100170","F_45_64",33
"13690","230440060100170","F_64more",6
"13691","230440060100171","M_14less",155
"13692","230440060100171","M_15_24",126
"13693","230440060100171","M_25_44",157
"13694","230440060100171","M_45_64",80
"13695","230440060100171","M_64more",8
"13696","230440060100171","F_14less",181
"13697","230440060100171","F_15_24",117
"13698","230440060100171","F_25_44",163
"13699","230440060100171","F_45_64",84
"13700","230440060100171","F_64more",16
"13701","230440060100172","M_14less",168
"13702","230440060100172","M_15_24",123
"13703","230440060100172","M_25_44",177
"13704","230440060100172","M_45_64",61
"13705","230440060100172","M_64more",19
"13706","230440060100172","F_14less",172
"13707","230440060100172","F_15_24",115
"13708","230440060100172","F_25_44",197
"13709","230440060100172","F_45_64",82
"13710","230440060100172","F_64more",21
"13711","230440060100173","M_14less",182
"13712","230440060100173","M_15_24",125
"13713","230440060100173","M_25_44",169
"13714","230440060100173","M_45_64",75
"13715","230440060100173","M_64more",7
"13716","230440060100173","F_14less",164
"13717","230440060100173","F_15_24",126
"13718","230440060100173","F_25_44",192
"13719","230440060100173","F_45_64",81
"13720","230440060100173","F_64more",18
"13721","230440060100174","M_14less",97
"13722","230440060100174","M_15_24",61
"13723","230440060100174","M_25_44",95
"13724","230440060100174","M_45_64",41
"13725","230440060100174","M_64more",8
"13726","230440060100174","F_14less",75
"13727","230440060100174","F_15_24",70
"13728","230440060100174","F_25_44",125
"13729","230440060100174","F_45_64",54
"13730","230440060100174","F_64more",17
"13731","230440060100175","M_14less",227
"13732","230440060100175","M_15_24",124
"13733","230440060100175","M_25_44",194
"13734","230440060100175","M_45_64",82
"13735","230440060100175","M_64more",14
"13736","230440060100175","F_14less",221
"13737","230440060100175","F_15_24",150
"13738","230440060100175","F_25_44",186
"13739","230440060100175","F_45_64",90
"13740","230440060100175","F_64more",11
"13741","230440060100176","M_14less",197
"13742","230440060100176","M_15_24",124
"13743","230440060100176","M_25_44",171
"13744","230440060100176","M_45_64",62
"13745","230440060100176","M_64more",8
"13746","230440060100176","F_14less",208
"13747","230440060100176","F_15_24",141
"13748","230440060100176","F_25_44",188
"13749","230440060100176","F_45_64",69
"13750","230440060100176","F_64more",18
"13751","230440060100177","M_14less",458
"13752","230440060100177","M_15_24",283
"13753","230440060100177","M_25_44",476
"13754","230440060100177","M_45_64",178
"13755","230440060100177","M_64more",37
"13756","230440060100177","F_14less",438
"13757","230440060100177","F_15_24",305
"13758","230440060100177","F_25_44",479
"13759","230440060100177","F_45_64",230
"13760","230440060100177","F_64more",44
"13761","230440060100178","M_14less",198
"13762","230440060100178","M_15_24",162
"13763","230440060100178","M_25_44",197
"13764","230440060100178","M_45_64",83
"13765","230440060100178","M_64more",19
"13766","230440060100178","F_14less",208
"13767","230440060100178","F_15_24",167
"13768","230440060100178","F_25_44",200
"13769","230440060100178","F_45_64",103
"13770","230440060100178","F_64more",19
"13771","230440060100179","M_14less",178
"13772","230440060100179","M_15_24",146
"13773","230440060100179","M_25_44",184
"13774","230440060100179","M_45_64",90
"13775","230440060100179","M_64more",21
"13776","230440060100179","F_14less",148
"13777","230440060100179","F_15_24",140
"13778","230440060100179","F_25_44",199
"13779","230440060100179","F_45_64",101
"13780","230440060100179","F_64more",33
"13781","230440060100180","M_14less",139
"13782","230440060100180","M_15_24",113
"13783","230440060100180","M_25_44",151
"13784","230440060100180","M_45_64",76
"13785","230440060100180","M_64more",21
"13786","230440060100180","F_14less",112
"13787","230440060100180","F_15_24",117
"13788","230440060100180","F_25_44",179
"13789","230440060100180","F_45_64",100
"13790","230440060100180","F_64more",20
"13791","230440060100181","M_14less",139
"13792","230440060100181","M_15_24",127
"13793","230440060100181","M_25_44",207
"13794","230440060100181","M_45_64",94
"13795","230440060100181","M_64more",25
"13796","230440060100181","F_14less",149
"13797","230440060100181","F_15_24",134
"13798","230440060100181","F_25_44",220
"13799","230440060100181","F_45_64",110
"13800","230440060100181","F_64more",33
"13801","230440060100182","M_14less",102
"13802","230440060100182","M_15_24",52
"13803","230440060100182","M_25_44",115
"13804","230440060100182","M_45_64",59
"13805","230440060100182","M_64more",13
"13806","230440060100182","F_14less",98
"13807","230440060100182","F_15_24",72
"13808","230440060100182","F_25_44",155
"13809","230440060100182","F_45_64",64
"13810","230440060100182","F_64more",22
"13811","230440060100183","M_14less",100
"13812","230440060100183","M_15_24",78
"13813","230440060100183","M_25_44",144
"13814","230440060100183","M_45_64",51
"13815","230440060100183","M_64more",13
"13816","230440060100183","F_14less",116
"13817","230440060100183","F_15_24",102
"13818","230440060100183","F_25_44",135
"13819","230440060100183","F_45_64",53
"13820","230440060100183","F_64more",20
"13821","230440060100184","M_14less",75
"13822","230440060100184","M_15_24",76
"13823","230440060100184","M_25_44",123
"13824","230440060100184","M_45_64",53
"13825","230440060100184","M_64more",12
"13826","230440060100184","F_14less",91
"13827","230440060100184","F_15_24",72
"13828","230440060100184","F_25_44",143
"13829","230440060100184","F_45_64",68
"13830","230440060100184","F_64more",16
"13831","230440060100185","M_14less",98
"13832","230440060100185","M_15_24",77
"13833","230440060100185","M_25_44",142
"13834","230440060100185","M_45_64",79
"13835","230440060100185","M_64more",26
"13836","230440060100185","F_14less",96
"13837","230440060100185","F_15_24",71
"13838","230440060100185","F_25_44",179
"13839","230440060100185","F_45_64",112
"13840","230440060100185","F_64more",46
"13841","230440060100186","M_14less",109
"13842","230440060100186","M_15_24",101
"13843","230440060100186","M_25_44",182
"13844","230440060100186","M_45_64",97
"13845","230440060100186","M_64more",32
"13846","230440060100186","F_14less",107
"13847","230440060100186","F_15_24",103
"13848","230440060100186","F_25_44",222
"13849","230440060100186","F_45_64",130
"13850","230440060100186","F_64more",52
"13851","230440060100187","M_14less",47
"13852","230440060100187","M_15_24",51
"13853","230440060100187","M_25_44",77
"13854","230440060100187","M_45_64",47
"13855","230440060100187","M_64more",9
"13856","230440060100187","F_14less",43
"13857","230440060100187","F_15_24",43
"13858","230440060100187","F_25_44",76
"13859","230440060100187","F_45_64",50
"13860","230440060100187","F_64more",19
"13861","230440060100188","M_14less",105
"13862","230440060100188","M_15_24",74
"13863","230440060100188","M_25_44",126
"13864","230440060100188","M_45_64",71
"13865","230440060100188","M_64more",21
"13866","230440060100188","F_14less",89
"13867","230440060100188","F_15_24",87
"13868","230440060100188","F_25_44",142
"13869","230440060100188","F_45_64",110
"13870","230440060100188","F_64more",36
"13871","230440060100189","M_14less",76
"13872","230440060100189","M_15_24",72
"13873","230440060100189","M_25_44",148
"13874","230440060100189","M_45_64",61
"13875","230440060100189","M_64more",19
"13876","230440060100189","F_14less",74
"13877","230440060100189","F_15_24",101
"13878","230440060100189","F_25_44",165
"13879","230440060100189","F_45_64",109
"13880","230440060100189","F_64more",25
"13881","230440060100190","M_14less",82
"13882","230440060100190","M_15_24",82
"13883","230440060100190","M_25_44",126
"13884","230440060100190","M_45_64",70
"13885","230440060100190","M_64more",12
"13886","230440060100190","F_14less",83
"13887","230440060100190","F_15_24",82
"13888","230440060100190","F_25_44",116
"13889","230440060100190","F_45_64",94
"13890","230440060100190","F_64more",26
"13891","230440060100191","M_14less",154
"13892","230440060100191","M_15_24",108
"13893","230440060100191","M_25_44",239
"13894","230440060100191","M_45_64",139
"13895","230440060100191","M_64more",46
"13896","230440060100191","F_14less",158
"13897","230440060100191","F_15_24",131
"13898","230440060100191","F_25_44",272
"13899","230440060100191","F_45_64",194
"13900","230440060100191","F_64more",53
"13901","230440060100192","M_14less",57
"13902","230440060100192","M_15_24",61
"13903","230440060100192","M_25_44",109
"13904","230440060100192","M_45_64",65
"13905","230440060100192","M_64more",20
"13906","230440060100192","F_14less",61
"13907","230440060100192","F_15_24",69
"13908","230440060100192","F_25_44",119
"13909","230440060100192","F_45_64",89
"13910","230440060100192","F_64more",29
"13911","230440060100193","M_14less",134
"13912","230440060100193","M_15_24",107
"13913","230440060100193","M_25_44",237
"13914","230440060100193","M_45_64",113
"13915","230440060100193","M_64more",32
"13916","230440060100193","F_14less",140
"13917","230440060100193","F_15_24",125
"13918","230440060100193","F_25_44",221
"13919","230440060100193","F_45_64",177
"13920","230440060100193","F_64more",63
"13921","230440060100194","M_14less",55
"13922","230440060100194","M_15_24",50
"13923","230440060100194","M_25_44",116
"13924","230440060100194","M_45_64",59
"13925","230440060100194","M_64more",23
"13926","230440060100194","F_14less",86
"13927","230440060100194","F_15_24",68
"13928","230440060100194","F_25_44",125
"13929","230440060100194","F_45_64",96
"13930","230440060100194","F_64more",32
"13931","230440060100195","M_14less",106
"13932","230440060100195","M_15_24",100
"13933","230440060100195","M_25_44",176
"13934","230440060100195","M_45_64",95
"13935","230440060100195","M_64more",37
"13936","230440060100195","F_14less",83
"13937","230440060100195","F_15_24",93
"13938","230440060100195","F_25_44",203
"13939","230440060100195","F_45_64",146
"13940","230440060100195","F_64more",71
"13941","230440060100196","M_14less",80
"13942","230440060100196","M_15_24",57
"13943","230440060100196","M_25_44",136
"13944","230440060100196","M_45_64",84
"13945","230440060100196","M_64more",38
"13946","230440060100196","F_14less",69
"13947","230440060100196","F_15_24",81
"13948","230440060100196","F_25_44",148
"13949","230440060100196","F_45_64",131
"13950","230440060100196","F_64more",48
"13951","230440060100197","M_14less",54
"13952","230440060100197","M_15_24",44
"13953","230440060100197","M_25_44",96
"13954","230440060100197","M_45_64",52
"13955","230440060100197","M_64more",18
"13956","230440060100197","F_14less",57
"13957","230440060100197","F_15_24",42
"13958","230440060100197","F_25_44",105
"13959","230440060100197","F_45_64",62
"13960","230440060100197","F_64more",34
"13961","230440060100198","M_14less",109
"13962","230440060100198","M_15_24",103
"13963","230440060100198","M_25_44",223
"13964","230440060100198","M_45_64",152
"13965","230440060100198","M_64more",46
"13966","230440060100198","F_14less",117
"13967","230440060100198","F_15_24",106
"13968","230440060100198","F_25_44",235
"13969","230440060100198","F_45_64",215
"13970","230440060100198","F_64more",75
"13971","230440060100235","M_14less",138
"13972","230440060100235","M_15_24",115
"13973","230440060100235","M_25_44",133
"13974","230440060100235","M_45_64",53
"13975","230440060100235","M_64more",9
"13976","230440060100235","F_14less",142
"13977","230440060100235","F_15_24",111
"13978","230440060100235","F_25_44",138
"13979","230440060100235","F_45_64",76
"13980","230440060100235","F_64more",17
"13981","230440060100236","M_14less",105
"13982","230440060100236","M_15_24",61
"13983","230440060100236","M_25_44",118
"13984","230440060100236","M_45_64",51
"13985","230440060100236","M_64more",11
"13986","230440060100236","F_14less",111
"13987","230440060100236","F_15_24",97
"13988","230440060100236","F_25_44",131
"13989","230440060100236","F_45_64",67
"13990","230440060100236","F_64more",12
"13991","230440060100237","M_14less",90
"13992","230440060100237","M_15_24",70
"13993","230440060100237","M_25_44",116
"13994","230440060100237","M_45_64",67
"13995","230440060100237","M_64more",19
"13996","230440060100237","F_14less",91
