ID,CD_GEOCODI,TIPO,CD_GEOCODB,NM_BAIRRO,CD_GEOCODS,NM_SUBDIST,CD_GEOCODD,NM_DISTRIT,CD_GEOCODM,NM_MUNICIP,NM_MICRO,NM_MESO,TIPO_NEW,CD_GEOCODB_NEW,NM_BAIRRO_NEW,CD_GEOCODS_NEW,NM_SUBDIST_NEW,CD_GEOCODD_NEW,NM_DISTRIT_NEW,CD_GEOCODM_NEW,NM_MUNICIP_NEW,NM_MICRO_NEW,NM_MESO_NEW
14158,230440065110191,URBAN,230440065050,Ancuri,23044006511,MESSEJANA,230440065,MESSEJANA,2304400,FORTALEZA,FORTALEZA,METROPOLITANA DE FORTALEZA,URBAN,2304400650500,Parque Santa Maria,23044006511,MESSEJANA,230440065,MESSEJANA,2304400,FORTALEZA,FORTALEZA,METROPOLITANA DE FORTALEZA
14159,230440065110192,URBAN,230440065050,Ancuri,23044006511,MESSEJANA,230440065,MESSEJANA,2304400,FORTALEZA,FORTALEZA,METROPOLITANA DE FORTALEZA,URBAN,2304400650500,Parque Santa Maria,23044006511,MESSEJANA,230440065,MESSEJANA,2304400,FORTALEZA,FORTALEZA,METROPOLITANA DE FORTALEZA
14160,230440065110193,URBAN,230440065050,Ancuri,23044006511,MESSEJANA,230440065,MESSEJANA,2304400,FORTALEZA,FORTALEZA,METROPOLITANA DE FORTALEZA,URBAN,2304400650500,Parque Santa Maria,23044006511,MESSEJANA,230440065,MESSEJANA,2304400,FORTALEZA,FORTALEZA,METROPOLITANA DE FORTALEZA
14161,230440065110194,URBAN,230440065050,Ancuri,23044006511,MESSEJANA,230440065,MESSEJANA,2304400,FORTALEZA,FORTALEZA,METROPOLITANA DE FORTALEZA,URBAN,2304400650500,Parque Santa Maria,23044006511,MESSEJANA,230440065,MESSEJANA,2304400,FORTALEZA,FORTALEZA,METROPOLITANA DE FORTALEZA
14162,230440065110195,URBAN,230440065050,Ancuri,23044006511,MESSEJANA,230440065,MESSEJANA,2304400,FORTALEZA,FORTALEZA,METROPOLITANA DE FORTALEZA,URBAN,2304400650500,Parque Santa Maria,23044006511,MESSEJANA,230440065,MESSEJANA,2304400,FORTALEZA,FORTALEZA,METROPOLITANA DE FORTALEZA
14163,230440065110196,URBAN,230440065050,Ancuri,23044006511,MESSEJANA,230440065,MESSEJANA,2304400,FORTALEZA,FORTALEZA,METROPOLITANA DE FORTALEZA,URBAN,2304400650500,Parque Santa Maria,23044006511,MESSEJANA,230440065,MESSEJANA,2304400,FORTALEZA,FORTALEZA,METROPOLITANA DE FORTALEZA
14164,230440065110197,URBAN,230440065050,Ancuri,23044006511,MESSEJANA,230440065,MESSEJANA,2304400,FORTALEZA,FORTALEZA,METROPOLITANA DE FORTALEZA,URBAN,2304400650500,Parque Santa Maria,23044006511,MESSEJANA,230440065,MESSEJANA,2304400,FORTALEZA,FORTALEZA,METROPOLITANA DE FORTALEZA
14165,230440065110198,URBAN,230440065050,Ancuri,23044006511,MESSEJANA,230440065,MESSEJANA,2304400,FORTALEZA,FORTALEZA,METROPOLITANA DE FORTALEZA,URBAN,2304400650500,Parque Santa Maria,23044006511,MESSEJANA,230440065,MESSEJANA,2304400,FORTALEZA,FORTALEZA,METROPOLITANA DE FORTALEZA
14166,230440065110199,URBAN,230440065050,Ancuri,23044006511,MESSEJANA,230440065,MESSEJANA,2304400,FORTALEZA,FORTALEZA,METROPOLITANA DE FORTALEZA,URBAN,2304400650500,Parque Santa Maria,23044006511,MESSEJANA,230440065,MESSEJANA,2304400,FORTALEZA,FORTALEZA,METROPOLITANA DE FORTALEZA
14296,230440065110444,URBAN,230440065050,Ancuri,23044006511,MESSEJANA,230440065,MESSEJANA,2304400,FORTALEZA,FORTALEZA,METROPOLITANA DE FORTALEZA,URBAN,2304400650500,Parque Santa Maria,23044006511,MESSEJANA,230440065,MESSEJANA,2304400,FORTALEZA,FORTALEZA,METROPOLITANA DE FORTALEZA
14297,230440065110445,URBAN,230440065050,Ancuri,23044006511,MESSEJANA,230440065,MESSEJANA,2304400,FORTALEZA,FORTALEZA,METROPOLITANA DE FORTALEZA,URBAN,2304400650500,Parque Santa Maria,23044006511,MESSEJANA,230440065,MESSEJANA,2304400,FORTALEZA,FORTALEZA,METROPOLITANA DE FORTALEZA
14298,230440065110446,URBAN,230440065050,Ancuri,23044006511,MESSEJANA,230440065,MESSEJANA,2304400,FORTALEZA,FORTALEZA,METROPOLITANA DE FORTALEZA,URBAN,2304400650500,Parque Santa Maria,23044006511,MESSEJANA,230440065,MESSEJANA,2304400,FORTALEZA,FORTALEZA,METROPOLITANA DE FORTALEZA
